Ri06_06_002|あはは……来ちゃったんだね、士道
904_02_01_024_06|それはそれで嬉しいけど……やっぱり、士道はもう少し、　女の子の気持ちに気づいてあげて欲しいなぁ
904_02_01_025_06|ふぅ～ん……でも、天央祭のときの士道なら、　そうでもないんじゃない？
904_02_01_026_06|そのあと、美九さんの件とは関係なく学校に行ったって　琴里ちゃんに聞いたけど？
904_02_01_027_06|今度は私も見てみたいなぁ……士織ちゃん
904_02_01_028_06|ふふ……それなら、もっと女心を勉強すること。いい？
904_02_01_029_06|それじゃあ、勉強中の士道くん？　この服の感想をどうぞ
904_02_01_030_06|ありがとう。それじゃあ、これも買うね
904_02_01_031_06|私、もう買わないなんて言ってないけど？
904_02_01_032_06|そうだね。でも、ちょっと残念……。　前が見えないくらいの荷物って、ちょっと憧れてたんだけど。　ほら、漫画とかでよくあるでしょ？
904_02_01_033_06|はーい。それでは、お会計して次のお店にいきましょう
904_02_01_034_06|こんなにいっぱい買い物しちゃったの、初めてかも
904_02_01_035_06|あはは……ごめんね、ついつい。　でも、王子様だったら、許してくれるでしょ？
904_02_01_036_06|こうする、かな
904_02_01_037_06|ほら、行こうよ、士道
904_02_01_038_06|士道が、頑張ってくれたから。　私も少し、頑張ってみようかなって思って
904_02_01_039_06|あ、見て士道！　クレープ屋さんが来てるみたい。　ほら、行こう！
904_02_01_040_06|クレープってデートの定番でしょ？　ね、一緒に食べようよ、士道
904_02_01_041_06|あ、あはは……ごめんね。　別に十香ちゃんの真似をしたわけじゃないんだけど
904_02_01_042_06|はーい、わかりました
904_02_01_043_06|ちゃんと食べたのって初めてだけど……美味しいね、　クレープって
904_02_01_044_06|士道はいろんな女の子と食べてるもんねー？
904_02_01_045_06|残念ですが、利子が貯まっております
904_02_01_046_06|でも、士道はちゃんと返してくれるんでしょ？
904_02_01_047_06|あはは、そんなこと言っちゃって大丈夫？　私は十香ちゃんみたいに誤魔化されてあげないよ？
904_02_01_048_06|うーん……そんなにいっぱいはないと思うけど？
904_02_01_049_06|ううん、返してくれてる。　士道は私に、こんなに幸せな気持ちをくれてるんだから
904_02_01_050_06|あ、そうだ。もうすぐお昼だし、何か食べる？
904_02_01_051_06|それはそれ、これはこれ。　甘いものは別腹っていうし、大丈夫でしょ？
904_02_01_052_06|本当、美味しいものを食べてると、幸せな気持ちになれるよね
904_02_01_053_06|そうだよね。それでは気を取り直して、美食巡りの旅へ出発！
904_02_01_054_06|いいの。付き合ってくれる？
904_02_01_055_06|あはは、面倒臭いお姫様でごめんね
904_02_01_056_06|ありがとう、士道
904_02_01_057_06|でも、本当に私がお姫様だとしたら……人魚姫かな
904_02_01_058_06|あ、このナポリタン、凄く美味しい……。　ケチャップが市販品じゃないから、自家製なのかな？
904_02_01_059_06|ねぇ士道？　普通に考えて、デート中にそんな匂いの強いもの食べて大丈夫？
904_02_01_060_06|もう……私だからいいけど、他の女の子には絶対やっちゃ　駄目だからね
904_02_01_061_06|い、いらない……
904_02_01_062_06|士道ってば、そうやって私も仲間にする作戦でしょ？
904_02_01_063_06|バレバレだってば。んー、そうだなぁ……一口だけ、　食べさせ合いっこしない？
904_02_01_064_06|士道もこっち味見してみたそうだったから。　それに今日は……デートでしょ？　ほら、あーん、して？
904_02_01_065_06|でしょ？　でも、どっちかというと女の子向けかも。　それじゃ、今度は士道の番だよ
904_02_01_067_06|まぁ、士道のところは女所帯みたいなものだもんね。　来る知り合いもほとんど女の子だし
904_02_01_068_06|でも、十香ちゃんもそういうの好きだし、　今度出してみてもいいんじゃない？
904_02_01_069_06|ううん。私は楽しそうな士道の顔を見てるだけで満足だよ
904_02_01_070_06|わぁ……このぬいぐるみ、可愛いね
904_02_01_071_06|ちょっとヘンテコだけど、愛嬌があるじゃない？
904_02_01_072_06|私……こんなキャラ、初めて見るんだけど
904_02_01_073_06|ええと、とりあえず一つ買って見る？
904_02_01_074_06|さすがにちょっとないね……
904_02_01_075_06|じゃあ気を取り直して、ちょっと気になったのだけ買ってくるね
904_02_01_076_06|違うってば。あそこにある、花をモチーフにしたアクセサリー。　可愛いなぁって思って
904_02_01_077_06|うん、会計終わったらすぐ行くね
904_02_01_078_06|そろそろ日も沈んで来ちゃうし、時間かけてられないよ。　それに、もう買う物は決まってるから
904_02_01_079_06|うん。ありがとう、士道
904_02_01_080_06|いろいろな意味で、思い出の場所だからかな。　士道と一緒に、士道が過ごしているこの天宮市を　見たかったのかも
904_02_01_081_06|前のときも、一緒に見たでしょ。ここからの景色
904_02_01_082_06|今日はね、全部忘れて楽しもうって決めてた。士道に嫌われない　ようにしないと、とか。士道を困らせないようにしないと、とか。　そういうの……全部、忘れて
904_02_01_083_06|だから、すっごく楽しかった。　いつもの私と少し違って、士道も驚いたでしょ？
904_02_01_084_06|嬉し、かった？
904_02_01_085_06|……ふふっ、あははっ。そうだね。そうだった。　士道は私がとっても面倒で、重くて、　お節介だって知ってるもんね
904_02_01_086_06|でも、士道も人のこと言えないんじゃない？　士道だって、面倒で、重くて、お節介
904_02_01_087_06|ねぇ士道……もう、答えは出したの？
904_02_01_088_06|私はね、決めたよ。前に進む、覚悟
904_02_01_089_06|士道は前に言ってくれたよね。一緒に帰ろうって
904_02_01_090_06|そんな悲しい顔をしないで、士道。　見ているこっちも、少しだけ悲しくなっちゃう
904_02_01_091_06|…………士道
904_02_01_092_06|士道は優しすぎるから。　だからね、いっぱい抱えちゃうんだ
904_02_01_093_06|また？
904_02_01_094_06|そっか……二人とも、士道のこと良く見てるんだね
904_02_01_095_06|士道、思い出して欲しいことがあるんだ
904_02_01_096_06|私ね、士道が好き。　何があっても、この気持ちは絶対に変わらない自信があるの
904_02_01_097_06|だけどね、私はみんなも好き。恋愛の好きじゃないけど、　その気持ちは恋愛にだって負けないと思う
904_02_01_098_06|美味しそうに食べる十香ちゃんが好き。　突然変なことをする鳶一さんが好き。　たまにお手伝いしてくれる四糸乃ちゃんが好き
904_02_01_099_06|おねーちゃんって呼んでくれる琴里ちゃんが好き。　みんなをひっそり助けてくれる時崎さんが好き。　大袈裟に驚いてくれる耶倶矢ちゃんが好き
904_02_01_100_06|落ち着いて意見を言ってくれる夕弦ちゃんが好き。　一生懸命に動きまわる美九さんが好き。　似た者同士の鞠亜ちゃんが、好き
904_02_01_101_06|この世界で出会ったみんなが大好き。　その気持ちは、間違いなく私の宝物なんだ
904_02_01_102_06|士道がいて、みんながいて……私はこんなに満たされた。　だから、私も返さなきゃ。みんなの本当の、未来を――
904_02_01_103_06|私たちはみんなね、似た者同士なんだよ。　面倒で、重くて、お節介。　誰かが傷つき続けることにね、耐えられないの
904_02_01_104_06|このまま〈[凶禍楽園*エデン]〉が上手くいって、日常を繰り返したとして　も、私のときのように、いつか終わりは来るよ。　そのとき後悔するのは、きっと士道だと思うから
904_02_01_105_06|だから、みんな士道に立ち止まって欲しくないんだ。　私たちの想いを背負って、前に進んで欲しい
904_02_01_106_06|だって士道は、王子様でしょ？
904_02_01_107_06|私は……人魚姫だから
904_02_01_108_06|でも、私はちゃんと伝えるね。　今度はちゃんと、言えるから
904_02_01_109_06|ずっと、ずっとね、好きでいるから。　あなたが忘れてしまっても、ずっと好きだから
904_02_01_110_06|だから、だからね……士道の心の中に、　少しだけでいいから、居場所が欲しいな。　駄目、かな？
904_02_01_111_06|それでも、いいの。最後の瞬間まで、私のことを覚えておいて
904_02_01_112_06|……ありがとう、士道。　そう言ってくれて、本当に……嬉しい
904_02_01_113_06|やっぱり、それだったんだね。　凜緒ちゃんの言ってた『いちばんだいじなもの』
904_03_01_001_06|うん。私は、士道の答えを信じるよ
904_03_01_002_06|いいんだよ、士道。それが正解なの。　士道の本当の幸せは、ここには……ないから
904_03_01_003_06|士道！？
904_03_01_012_06|士道……もしかして、凜緒ちゃんは……
904_03_01_023_06|……やっぱり、そうなんだね
904_03_01_024_06|……凜緒ちゃんを抱きしめて眠った夜、感じたんだ。　なんだかすごく懐かしいような……そんな、力を。　凜緒ちゃんは本当に、私から生まれたんだね
904_03_01_032_06|――駄目だよ、凜緒ちゃん
904_03_01_034_06|きっと、何もわからないまま……頑張ってきたんだよね。　だからその想いはきっと……私の呪い
904_03_01_036_06|ごめんね。でも、聞いて欲しいな。　あなたは本当に、〈[ルーラー*私の娘]〉だったんだね。　私の想いが、あなたをずっと苦しめていた
904_03_01_037_06|本当はね、私だって消えたくない。消えたくないよ。　士道の側に、いたい。名前を呼んで欲しい。好きって言って　欲しい。抱きしめて欲しい。覚えていて……欲しい
904_03_01_038_06|それでも、私は決めたんだ。ちゃんと、士道を送り出すって。　それは、全部私のわがままだから
904_03_01_040_06|そうだよ、凜緒ちゃん。そうしないとね、本当の幸せは来ないの
904_03_01_042_06|あるよ。ほら、こんな風に
904_03_01_043_06|凜緒ちゃんは今、ママと一緒で幸せ？
904_03_01_045_06|ほらね？　幸せになるのって、思ったより簡単でしょ？
904_03_01_047_06|だから、楽園なんて、最初から必要なかったんだよ
904_03_01_049_06|ありがとう、凜緒ちゃん。私のことをそんなに想ってくれて。　でもね、私は大丈夫。凜緒ちゃんのおかげでもう一度士道と会え　て、いっぱい幸せを貰っちゃったから。凜緒ちゃんはどう？
904_03_01_051_06|ほら。幸せはね、誰だってすぐ近くで見つけられるの。　だから、返してあげなくちゃ。これから先、みんなが自分で　見つけていく――[未来*しあわせ]を
904_03_01_054_06|同じくらい？　どうかなぁ……私の方が、凜緒ちゃんよりも　ずっと士道のこと、大好きだと思うよ？
904_03_01_065_06|うん。あとは全部、ママにお任せあれ
904_03_01_066_06|ありがとう……凜緒
904_03_01_077_06|……うん、そうだね。もう、いつでも士道を戻してあげられる。　凜緒ちゃんは――〈[凶禍楽園*エデン]〉の力は、私の中に戻ったから
904_03_01_078_06|違うよ。凜緒ちゃんはここにいるから
904_03_01_079_06|――あとはね、ここにいるよ
904_03_01_080_06|士道……私はね、このまま〈[凶禍楽園*エデン]〉を閉じる。　だから、お別れしないと
904_03_01_081_06|そうだね。私だけ言いたいことを言って、士道を泣かせちゃった
904_03_01_082_06|それはね……秘密だよ。女の子には秘密があるものなの
904_03_01_083_06|ふふっ、私と士道の仲だもんね
904_03_01_084_06|あははっ。ねぇ士道……最後に一つ、お願いしてもいいかな？
904_03_01_085_06|そういうこと、軽々しく言わない方がいいと思うよ？
904_03_01_086_06|なんでもって言うから、しちゃった
904_03_01_087_06|前は士道にしてもらったから、今度は私から……お返し。　ドキドキ、した？
904_03_01_088_06|これで、私は満足。本当に幸せだった。　消えてしまった私は、こうして士道と会うことはできないって　……そう思っていたから
904_03_01_089_06|いいんだよ。仕方ないことだから。　でも、今回は……ちょっとだけ、おまじない
904_03_01_090_06|そうだよ。さっき鞠亜ちゃんと話してるときにね、つけたんだ。　可愛いでしょ？
904_03_01_091_06|ふふ……内緒
904_03_01_092_06|だーめ。それとも、名前がわからないと受け取ってくれない？
904_03_01_093_06|ううん、今の鍵の代わりに使ってくれると嬉しいな。　私のことを忘れてしまっても、いつか思い出せるように
904_03_01_094_06|ありがとうを言うのはこっちだよ。　たくさんの想い出をありがとう、士道。　――そろそろ、時間みたい
904_03_01_095_06|そんな悲しそうな顔、しないで。　最後は……笑顔で見送って欲しい。　きっとまた、会えるから
904_03_01_096_06|うん。さよなら、士道
904_03_02_001_06|……士道？
904_03_02_011_06|鞠奈さん……どうして！？
904_03_02_013_06|でも、それじゃ士道は……十香ちゃんたちは……ッ！　消えていく私たちに、その未来を奪う権利なんて……ないんだよ！　鞠奈さんだって、わかってて私に言ったんでしょう！？
904_03_02_016_06|〈[凶禍楽園*エデン]〉の安定とともに、凜緒ちゃんは消えてしまう――　そういうことだよね
904_03_02_018_06|なんとなく、だけどね。凜緒ちゃんを抱きしめて眠った夜、　感じたんだ。なんだかすごく懐かしいような……そんな、力を。　凜緒ちゃんは本当に、私から生まれたんだね
904_03_02_022_06|きっと私の想いが――士道と一緒にいたいって想いが、　残っちゃったんだね……
904_03_02_023_06|私のことは気にしないでいいんだよ、士道。　士道は士道の答えを出して
904_03_02_029_06|そっか……それが、士道の答えなんだね
904_03_02_030_06|ううん、いいの。これからも士道と一緒にいられる……　それを嬉しいと思う私もいるから
904_03_02_035_06|でも、鞠奈さんは……凜緒ちゃんの世界を消したくないって、　見守りたいって、そう言ったでしょ？　鞠奈さんも、未来が欲しかったんじゃないの？
904_03_02_037_06|ねぇ、凜緒ちゃん。　少しだけおまじないしても、いい？
904_03_02_039_06|あのね……
904_03_02_041_06|でしょう？　私もね、凄く良いと思う。　お願いしていい？
904_03_02_044_06|いいから、繋いであげて。士道も一緒に
904_03_02_049_06|――もらってあげて。きっと、これからのあなたに必要なこと　だから。あなたを苦しめることになるかもしれない。　それでも、きっと……鞠奈さんの願いは、叶うから
904_03_02_053_06|凜緒ちゃんから〈ルーラー〉としての力と役割を受け継ぐことが　出来れば、鞠奈さんは鞠亜ちゃんとは別に、　ここに存在し続けられる
904_03_02_054_06|士道がこの世界を選ぶなら、鞠奈さんの未来があった方が、　みんなきっと、嬉しいと思うから
904_03_03_001_06|ちょっとパパー！　まだ出られないのー？
904_03_03_006_06|こら凜緒、パパのご飯が一番に決まってるでしょ？
904_03_03_008_06|あはは……ありがとう。　ほら、パパも来たし、そろそろ出発しよっか
904_03_03_010_06|こら凜緒、あんまり引っ張ると、パパもママも歩きにくいでしょ。　久し振りのお出かけなんだから、ゆっくりいこう。ね、パパ？
904_03_03_014_06|凜緒……そっちももう少し大きくなってからね。　あなたの将来のためにも
904_03_03_018_06|もう……どこからそんな言葉覚えてくるの？
904_03_03_021_06|たまに、少しだけ困っちゃうこともあるけど。　あの二人とかね。営業時間後に来るんだもん
904_03_03_023_06|そう言いながら自分で連れてく癖に……。　パパは、本当に凜緒に甘いんだから
904_03_03_025_06|私も、パパも凜緒も大好きよ？
904_03_03_027_06|うん、ずっと一緒だね
900_00_00_072_06|士道もおはよう。……待ってたんだよ、ずっと
900_00_00_074_06|もし士道が私を求めるのなら、私はその全てに応じるよ
900_00_00_075_06|恋人になって。キスをして、交わって、結婚をして、士道が望む　だけ子供を産んで、一緒に老いていくつもり。――でも、　もし士道が他の人を選んだとしても、私は構わないの
900_00_00_076_06|もちろん、誰も選ばなくても構わない。逆に、全員を手に入れた　いっていうならそれも応援するよ。士道が幸せなら、私はなんで　もしてあげる。士道が望むなら、私がなんでも叶えてあげる
900_00_00_077_06|私は士道の幼馴染でも、恋人でも、妻でも、妹でも、姉でも、母　でも、娘でも、上司でも、部下でも、敵でも、仇でも、他人でも、　構わないの。――士道が幸せなら、それで
900_00_00_092_06|やっぱりかぁ……。あはは……来ちゃったんだね、士道
900_00_00_094_06|ふふ……気付いてたんだね。全部……士道の考えている通りだよ。　〈ルーラー〉は――私
900_00_00_102_06|うん……それがきっと、みんなで一緒にいられる……唯一の、　答え
900_00_00_105_06|本当はね、私は……私だけは一緒に帰れないんだ
900_00_00_107a_06|こうしているとね……士道と過ごした日々が、　とても愛おしく感じるの
900_00_00_107b_06|……だから、思うの。私の楽園は間違っていたかも　しれないけど……士道といられる日々は……偽りなく、　本当に――幸せだった……って
900_00_00_108_06|私……ずっと、ずっとね？
900_00_00_109_06|……好きだったよ、士道のこと――
