Ri02_06_001|士道、私は？
602_13_02_087_02|士道の、すごく硬かった
602_13_02_088_02|腹筋が
602_13_02_089_02|あと、大きかった
602_13_02_090_02|違う
602_13_02_091_02|肩幅
602_13_02_092_02|そして、黒かった
602_13_02_093_02|違う。もっと下の方
602_13_02_094_02|ベルト
602_13_02_095_02|今日は非常に刺激的な体験をした。非常に満足
602_13_02_096_02|それでもいい。時間的にもそろそろ授業が終わる
602_13_02_097_02|分かった。士道は先に行って
602_13_02_100_02|二人で保健室にいた
602_13_02_103_02|そのまさかかもしれない
602_13_02_107_02|士道。こういう時は日頃の行いがモノを言う
602_14_02_001_02|それには同意。主人公がプールで告白されたあと、　みんなで踊り出すところがよかった
602_14_02_002_02|この映画は当たりだった。　士道、この後の予定は決まっている？
602_14_02_003_02|士道、大丈夫？
602_14_02_004_02|士道はやはりアクションが好き？　先程もクライマックスが手に汗握ると言っていた
602_14_02_005_02|……士道？　聞いている？
602_14_02_006_02|……士道。やはり具合が悪いのでは？
602_14_02_007_02|私の見たところ、士道はいつもより体温が高い。　心拍数も乱れている
602_14_02_008_02|推察するに、士道には風邪の初期症状が出ている
602_14_02_009_02|士道。やっぱり風邪を引いているんじゃ……
602_14_02_010_02|今日はもう帰って休むべき
602_14_02_011_02|無理しなくてもいい
602_14_02_012_02|本当に大丈夫？　士道は無理をする癖がある
602_14_02_013_02|うん。わかった
602_14_02_014_02|さようなら。また明日
602_14_02_015_02|もしもし
602_14_02_016_02|どうしたの、士道？
602_14_02_017_02|……了解した
602_14_02_018_02|気にしないで。安静にしていて
602_14_02_019_02|待ち合わせ場所にいる
602_14_02_020_02|問題ない。早起きしてしまって暇だっただけ。　これからすぐに士道の家に向かう
602_14_02_021_02|お見舞いに行く
602_14_02_022_02|問題ない。看病は彼女の役目
602_14_02_023_02|士道。入るけど、いい？
602_14_02_024_02|士道。大丈夫？
602_14_02_025_02|具合が悪いのだから仕方ない。　気にせず横になっていて
602_14_02_026_02|だいぶ熱があるの？
602_14_02_027_02|すごく熱い……
602_14_02_028_02|薬も買ってきている。あとで飲んで
602_14_02_029_02|ところで士道
602_14_02_030_02|風邪を治す方法について提案がある
602_14_02_031_02|他人に伝染すと風邪は治るという。　私に伝染せば早く治る
602_14_02_032_02|具体的には口移しで
602_14_02_033_02|私は本気
602_14_02_034_02|士道からもらった物なら、風邪でも喜んで受け取れる
602_14_02_035_02|その代わりに士道が私を看病してくれる
602_14_02_036_02|本当に伝染さなくて平気？
602_14_02_037_02|では私が作る
602_14_02_038_02|お粥くらいは作れる。安心して
602_14_02_039_02|大丈夫。待っていて
602_14_02_040_02|士道。完成した
602_14_02_041_02|お粥。それと食後に薬を飲むための水
602_14_02_042_02|何を警戒しているの？
602_14_02_043_02|さあ、早く食べて
602_14_02_044_02|出来たてで熱いから気をつけて
602_14_02_045_02|士道。いいアイデアがある
602_14_02_046_02|……
602_14_02_047_02|……大丈夫。違う方法がある
602_14_02_048_02|ふーふーする
602_14_02_049_02|貸してみて士道
602_14_02_050_02|ふー、ふー
602_14_02_051_02|はい、士道。口を開けて
602_14_02_052_02|この方が効率がいい
602_14_02_053_02|どう？　まだ熱い？
602_14_02_054_02|ではこの調子で。　ふー、ふー
602_14_02_055_02|片づけなら私がやっておく
602_14_02_056_02|気にしないで。士道は風邪を引いているのだから　そのまま寝ていて
602_14_02_057_02|士道。ここに置いてある服は洗濯するの？
602_14_02_058_02|そう。では、やっておく
602_14_02_059_02|当然。士道の未来の伴侶は私以外にありえない
602_14_02_060_02|私のにおいをつけている
602_14_02_061_02|さて、と
602_14_02_062_02|さすが士道……なかなか目ざとい
602_14_02_063_02|課題？
602_14_02_064_02|それなら、私が代わりにやっておく
602_14_02_065_02|でも、熱が下がってからでは、間に合うかわからない。　補習になって会える時間が減るのは問題
602_14_02_066_02|そのかわりに後日、士道にはこの課題を改めて私に　提出してもらう。これでやらなかったことにはならない
602_14_02_067_02|士道
602_14_02_068_02|字体を変えた方がいいかもしれない。　このままではすぐにわかってしまう
602_14_02_069_02|わかった……やってみる
602_14_02_070_02|……でも士道
602_14_02_071_02|解答が一字一句私と同じで問題ない？
602_14_02_072_02|確かに。ではそうする
602_14_02_073_02|次は何をする？
602_14_02_074_02|どうしたの、士道
602_14_02_075_02|わかった。でもその前に、汗をかいたのなら　きちんと拭いた方がいい
602_14_02_076_02|心配ない。私が士道の汗を拭き取る
602_14_02_077_02|駄目。士道は病人だから　静かにしていて
602_14_02_078_02|さあ、早く服を脱いで、士道
602_14_02_079_02|士道……いい身体
602_14_02_080_02|……ごくり
602_14_02_081_02|士道……
602_14_02_082_02|士道……私……
602_14_02_083_02|私……我慢できない
602_14_02_084_02|そう。私が士道の身体を綺麗にする
602_14_02_085_02|……んっ……
602_14_02_086_02|ん、……士道……
602_14_02_087_02|じっとしていて士道……んん
602_14_02_088_02|ん……はぁっ
602_14_02_089_02|士道の身体を綺麗にするのが、私の役目
602_14_02_090_02|士道の身体、いつもよりずっと熱い……
602_14_02_091_02|いつもよりやりがいがある
602_14_02_092_02|ん……んっ……
602_14_02_093_02|ああっ……士道
602_14_02_094_02|し、士道……大丈夫？
602_14_02_095_02|士道……。士道……っ
602_14_02_096_02|士道……
602_14_02_097_02|士道……ごめんなさい。　士道のことをもう少し考えなくてはならなかった
602_14_02_098_02|問題ない。むしろそうして早く治して欲しい
602_14_02_099_02|いいえ。反省している。士道が苦しい時に　私は自分のことばかり考えてしまった
602_14_02_100_02|思えばいつもそう。いつも私は　士道に無理ばかりさせている
602_14_02_101_02|……本当に？
602_14_02_102_02|士道……本当にごめんなさい。そして――
602_14_02_103_02|ありがとう。こんな私のことを好きと言ってくれて……
602_14_02_104_02|でも、これからは……もう少しだけ、士道の気持ちを考える
602_14_02_105_02|士道……
602_14_02_106_02|私、士道のことが、好き
602_14_02_107_02|愛する二人はずっと一緒
602_14_02_108_02|うん
602_18_02_001_02|士道。考えたことがある
602_18_02_002_02|私は今まで、士道を求めることに一生懸命になっていた
602_18_02_003_02|それが愛の伝え方として正しいと考えていた
602_18_02_004_02|でも、それではいけないと深く反省した
602_18_02_005_02|これからは、士道を求める女ではなく　士道に求められる女を目指す
602_18_02_006_02|これからは士道が必要とするような人間を目指す
602_18_02_007_02|どうして？　私に求めることがあるなら言って欲しい
602_18_02_008_02|……本当に？
602_18_02_009_02|でも、もっともっと士道に求められたい。　士道は遠慮している？
602_18_02_010_02|なら、自重する。求めるのではなく、求められるように
602_18_02_011_02|体操着を嗅ぐのではなく　嗅がれる女になる
602_18_02_012_02|……違った？
602_18_02_013_02|わかった。今は無理でもいずれ　士道の方から私を求めるようになるはず
602_18_02_014_02|……こうしてはいられない。　そろそろトレーニングの時間になる
602_18_02_015_02|そう、トレーニング
602_18_02_016_02|問題ない。体に悪いどころか健康にもいいはず。　ちょっと待っていて
602_18_02_017_02|私なりに士道が求めるものは何か考えた。　その結果――
602_18_02_018_02|胸を大きくすることが最善との結論に達した
602_18_02_019_02|士道の部屋にあった雑誌のグラビアと　私の身体的特徴を比較し、総合的に判断した
602_18_02_020_02|士道の部屋のものは大体把握している
602_18_02_021_02|残念ながら、年齢制限があるものは見つけられなかった
602_18_02_022_02|しかし、特徴としてはやはり女性の胸部が　強調されているものが多かった
602_18_02_023_02|そんなことはない。傾向からして、士道は胸の大きい女が好き。　これまでデート中にも、何度かすれ違う女性の胸を　見ていることがあった
602_18_02_024_02|では士道は大きな胸が嫌い？
602_18_02_025_02|……やはり。巨乳は男の本能を刺激する
602_18_02_026_02|だから、この前胸を大きくするトレーニングを始めた
602_18_02_027_02|揉むと大きくなると聞いたことがある。　こうして毎日動かすことにより、胸は成長する
602_18_02_028_02|見られることにより、より成長ホルモンが　分泌するかもしれない
602_18_02_029_02|実はやっているかもしれない
602_18_02_030_02|さらに、話しかけるとよく育つかもしれない。　士道、私の胸に話しかけてみて
602_18_02_031_02|……少し大きくなってきた気がする
602_18_02_032_02|士道……士道が揉んで育ててもかまわない
602_18_02_033_02|そろそろ私が欲しくなってきたはず
602_18_02_034_02|私を求めたいときは遠慮なく求めてほしい。　求められる覚悟はできている
602_18_02_035_02|し、士道……ついにその気に……
602_18_02_036_02|断るわけがない。好きにして欲しい
602_18_02_037_02|士道……何を……？
602_18_02_038_02|……まだ、一線を超えてはくれない？
602_18_02_039_02|……そうだった。　それに、士道のしたいことは、私のしたいこと。　一緒にいるだけでも、私は幸せ
602_18_02_040_02|ごめんなさい、士道。　私はいつも、急ぎすぎなのかもしれない
602_18_02_041_02|……うん
602_18_02_042_02|士道……どうしてここに？
602_18_02_043_02|ちょうどいい？
602_18_02_044_02|何を？
602_18_02_045_02|士道……ごめんなさい
602_18_02_046_02|そういう意味ではない。その言葉は、私から言うつもりだった。　私が行動ばかりに走っていたから、士道に言わせてしまった
602_18_02_047_02|確かにそうかもしれない
602_18_02_048_02|はい……
602_19_02_001_02|……道、……士道。起きて……
602_19_02_002_02|もう放課後。みんな帰った
602_19_02_003_02|完全に熟睡していた
602_19_02_004_02|課題を預かっている
602_19_02_005_02|ごめんなさい。士道の寝顔を見ていた
602_19_02_006_02|そんなことない。つい見とれてしまっていた。　とても幸せそうな顔をしていたと思う
602_19_02_007_02|夢？　どんな？
602_19_02_008_02|……？
602_19_02_009_02|その夢は私に関係している？　それならば教えてほしい
602_19_02_010_02|気になる
602_19_02_011_02|わかった。でも、その夢の内容は話して欲しい
602_19_02_012_02|あっ、士道……
602_19_02_013_02|士道と一緒なら、どこでもいい
602_19_02_014_02|異論はない。士道に聞かせるために新曲を練習した
602_19_02_015_02|それは私も楽しみ
603_19_03_010_02|……士道が選んだ相手を見れば、　私は、身を引くしかない……
608_12_21_083_02|校内に危険な物がないか、先に来て調べていた
608_12_21_084_02|特に不審な点はない。　ただ、いつもより教室に机が多い
608_12_21_085_02|多分それで正解。　教員への情報収集で把握している。　士道の周囲に危険はないことは確認できた
608_12_21_086_02|危険がないかチェックしていた
608_12_21_090_02|夜刀神十香。　教室の扉に並んで入れるのはせいぜい二人まで。　士道は私と教室に入ることになっている
608_12_21_092_02|あなたがあとから入るべき
608_14_21_002_02|む……
608_15_21_007_02|夜刀神十香は認識が甘い。購買パンの競争率の高さを　甘く見ている。早く行かなければ売り切れてしまう。　すでに戦いは始まっていると考えるべき
608_15_21_019_02|士道の分は私が買った。　夜刀神十香の買った物ではなく　こちらを食べるべき
608_15_21_022_02|これだけ人がいないのは不自然。　何かシステム的なトラブルでは？
608_21_21_045_02|士道。釈明を求める
608_21_21_047_02|事情はわからないでもない。　埋め合わせとして、昼休みに　私と一緒にランチということで手を打つ
608_22_21_002_02|士道。不覚にも箸を落としてしまった。　これはもう士道の箸で食べさせてもらうほかない
608_22_21_015_02|士道。無理して他の女の物を食べることはない。　士道の食べる物は、栄養バランスを考えて　適量を私が口へ運ぶ
608_22_21_018_02|では士道。食後には軽い運動が必要。　さあ、私と向こうに……
608_22_21_024_02|……ッ！？
608_22_21_036_02|士道。私は責めるつもりはない。　ただし、平等を期すため、私とも朝の情事をするべき
608_22_21_046_02|待って、士道。　それと、布団に潜り込んでいい日は枕を縦にしておいて
608_32_21_029_02|では、残るは夕弦のみということになる
608_32_21_030_02|おはよう、士道
608_32_21_032_02|こちらこそ、よろしく
608_32_21_033_02|なに、士道？
608_32_21_034_02|了解した
608_32_21_035_02|士道は今日、或守鞠亜を楽しませたいと思っている。　それで、私にも協力を求めたい。違う？
608_32_21_036_02|私は士道の[彼女*・・]なのだから、　この程度の洞察は当然と言える
608_32_21_037_02|任された。遊園地に関しては、入念なシミュレートをしている。　それを応用すれば、今回の件はたやすい
608_32_21_038_02|問題ない
608_33_21_024_02|夕弦……その認識では、必ず損をする
608_33_21_026_02|ホラーハウス……通称お化け屋敷の真髄は、　暗がりに男女が放り込まれるところにある
608_33_21_040_02|……待って
608_33_21_041_02|私も怖い。手を繋いでほしい
608_33_21_042_02|そんなことはない。恐怖でひどく怯えている
608_33_21_043_02|手でなくとも、掴まる場所があるはず
608_33_21_044_02|妙なところというのは、なんの話？　よくわからないので詳しく教えて。　手取り足取り教えてくれても構わない
608_33_21_055_02|士道のサポートをするなら、当然のこと。　こういうときのために暗視スコープは常備している
608_33_21_057_02|……たいしたことはしていない
608_33_21_066_02|士道……ここでするの？
608_33_21_067_02|そんな大声を出したら周りが気付いてしまう。　士道がどうしても見られたいのなら別だけど
608_33_21_080_02|それなら、今度は私が残ることにする。　四人で行ってくるといい
608_33_21_081_02|問題ない。それに、たまには引くことも大事
608_33_21_092_02|お疲れ様。士道が楽しめたようで何より
608_33_21_093_02|そう。なら、遊園地といえば……あれは外せない
608_34_21_006_02|士道、こっち。　最後尾はこの位置という案内板がある
608_34_21_018_02|列を少し離れて、買い出しに行っていた
608_34_21_023_02|問題ない。たとえ運に身を任せようとも、　士道の隣に座るのは私。それは決まっている
608_34_21_034_02|……くじの結果なら仕方ない
608_34_21_036_02|わかった
608_34_21_048_02|なかなかのＧがかかっている……
608_34_21_057_02|…………っ！　きゃあ
608_34_21_069_02|では、私の分もお願い
609_12_21_011_02|士道の食事は、いつでも最高。　フランスの有名な格付けでいえば、　七つの星に相当する
609_12_21_012_02|そのくらい素晴らしいという意味
609_12_21_026_02|昨日は集団行動だった。　本日のデートは、私と士道で行なうべき
609_12_21_031_02|それには同意する
609_12_21_040_02|私も認める。でも明日からは譲らない
609_15_21_039_02|夜刀神十香の言う通り。　最初から内部にいられるというのは、　戦闘において有利な条件
609_15_21_040_02|それに士道を守るのは、何よりも優先すべき事項
609_15_21_041_02|問題ない。この状態でも夜刀神十香よりは役に立つ
609_15_21_045_02|勘違いしないで。私が戦うのは、士道のため。　しかしそのための力があなたによって確保されているのなら、　一応感謝をしておく
609_17_21_023_02|夜刀神十香。一度霊装と天使を解除。　もう一度顕現させて。それで大丈夫
609_17_21_025_02|…………
609_17_21_027_02|士道のところに行くには、早くあれを片付けなければならない。　私はただ任務を遂行しただけ。あなたを助けたわけではない
609_17_21_030_02|士道を守るため。仕方なく夜刀神十香を支援する
609_17_21_032_02|あなたに言われなくても理解している
609_17_21_034_02|――何故、できないと思うの？
609_17_21_036_02|……当てるだけなら、少し工夫すればどうとでもなる
609_17_21_038_02|この世界は、ただの電脳世界ではない。　そこの人工精霊の[随意領域*テリトリー]のようなもの
609_17_21_039_02|[顕現装置*リアライザ]を利用した　[随意領域*テリトリー]の操作なら、私の方が経験がある
609_17_21_041_02|夜刀神十香の攻撃が当たらないのは、空間自体に　干渉されているから。私は、それを無効化できる
609_17_21_043_02|そう――
609_17_21_045_02|勝てる、ということ
609_17_21_049_02|相手の数が多い。全力で殲滅するべき。　跡形も残らないように
609_17_21_052_02|――させない
609_17_21_053_02|貴方の攻撃行動は、マニュアル通りすぎる。　それだけなら、対処は容易
609_17_21_055_02|戦闘経験の差。　それに、私は――時間を稼げばいい
609_21_21_051_02|……このままでは押し切られる
609_21_21_166_02|問題ない。……目標を攻撃する
609_21_21_178_02|着弾地点を確認。照準調整――攻撃
901_00_00_022_02|明らかに授業への集中力を欠いていた。　恐らく、夜刀神十香が原因。早く士道の前から姿を消すべき
901_00_00_026_02|甘い。あなたが望んでいるのは停滞。　同じ毎日を繰り返すだけでは、刺激が足りなくなる。　士道はもっと刺激的な生活……即ち私との生活を望んでいる
901_00_00_027_02|誤解ではない。士道の望みに従っているだけ
901_02_02_013a_02|間違いない。園神凜祢は脅威。彼女が帰ってきたことで、　士道が独り占めされてしまう可能性がある
901_02_02_013b_02|だからこのまま園神凜祢を放置するのは悪手。　夜刀神十香も何か罠を仕掛けるべき
901_02_02_019_02|私は危険性に対して、ベストな提案をしただけ。　実際にそれを行うかどうかはあなたの勝手
901_02_02_031_02|わかった。すぐに戻る
901_02_02_035_02|……夜刀神十香、覚えておくといい。これが園神凜祢の手口
901_03_02_007_02|ちょっと待って
901_03_02_009_02|白々しい。あなたは私の気配に気づいていた
901_03_02_011_02|……ッ
901_03_02_012_02|それより士道。時崎狂三と二人で出かけるのは認められない
901_03_02_013_02|時崎狂三は士道へ過剰なアプローチをかけてくる可能性が高い。　私は士道の彼女として、誘惑から士道を護る義務がある
901_03_02_014_02|――ないとは言い切れない。彼女には数々の前科がある
901_03_02_016_02|当然のこと。士道と二人きりにはさせない
901_03_02_018_02|……それなら、検討しないこともない。　だけど士道は私と二人きりで下校したいはず
901_03_02_020_02|わかった。士道は私が護る
901_03_02_029_02|これは今後の私たちの生活に必要だと思われるもの
901_03_02_030_02|そう。どんな汚れも簡単に落ちてしまうマジックシーツ。　これから私たちが行っていく営みには必要不可欠なもの。　士道のベッドに敷けば、家族に見つかる心配もなくなる
901_03_02_031_02|それを女の子の口から言わせるなんて……士道、大胆
901_03_02_032_02|大丈夫、私はそんな士道でも一向に構わない。　むしろウェルカム
901_03_02_033_02|……士道の照れ屋さん
901_03_02_034_02|残念。とりあえず、自宅の分だけ買っておく
901_03_02_036_02|私も士道のおかげで良い買い物ができた
901_03_02_038_02|……勝負？　望むところ。　何度やったとしても、必ず私が勝つ
901_03_02_040_02|その余裕が命取りになる
901_03_02_041_02|ここなら、やることは決まっている
901_03_02_043_02|士道は裁定役
901_03_02_045_02|こちらも準備万端
901_03_02_047_02|では同時に……せーの
901_03_02_049_02|どこからどう見ても下着。それ以外のなにものでもない
901_03_02_051_02|公平に審査してもらうために、二人で同じ下着を選んだ。　士道、どちらが似合っている？
901_03_02_053_02|どちらを脱がせたいかで考えてもかまわない
901_03_02_056_02|士道……
901_03_02_058_02|確かに今のは士道の心からの言葉だった。　それが素直に嬉しいと感じる
901_03_02_060_02|士道は最後には必ず私を選ぶ。　だからあなたの言うようなことにはならない
901_03_02_062_02|そんなことは、ない……！
901_03_02_064_02|わかった。少し待っていて
901_03_02_066_02|わかった。今日はこれで。　……時崎狂三、決着はいずれつける
901_03_02_068_02|次回は必ず私が勝つ。覚悟しておいて
901_03_02_070_02|必要ない
901_03_02_071_02|では士道、またあとで
901_04_01_009_02|任された
901_04_01_013_02|では鞠亜、私はこれを縛って外に出してくる
901_04_01_029_02|あなたは私の乗り越えるべき壁。　簡単な理由で去ってもらっては困る
901_04_01_051_02|夜刀神十香は肉ばかり食べ過ぎている。　そのままだと豚になることは間違いない
901_04_01_053_02|……話にならない
901_04_01_077_02|園神凜祢、それなら私も一緒でも構わない？
901_04_01_079_02|胃袋を掴むのは重要。　それに、夜刀神十香に先を越されるのは正直不愉快
901_04_01_081_02|これは個人的な感想。あなたにあれこれ言われるいわれはない
902_01_02_052_02|残念。私は呼ばれたらすぐに行く準備は出来ていた。　今度は一報貰えたら嬉しい
902_01_02_054_02|わかった。あとで送っておく
902_01_02_056_02|企業秘密
902_01_02_060_02|しかし、夜刀神十香はもう少し自重を覚えるべき。　たくさん食べる女性が男性に好まれると勘違いしている。　実は士道は裏で引いている
902_01_02_064_02|やられた……園神凜祢、やはり放置できない存在。　隣に住んでいる幼馴染というアドバンテージは絶対的
902_01_02_066_02|あなたにそれを指摘される筋合いはない
902_01_02_070_02|私も参加する。そういった場はフェアであるべき
902_01_02_077_02|了解した
902_02_02_003_02|どうかしたの？
902_02_02_005_02|こんなところで会うなんて奇遇
902_02_02_006_02|士道のことを考えながら散歩していたら、　偶然出会うことができた。運命的な再会
902_02_02_008_02|その子は士道の関係者？　私が鳶一折紙。士道の妻のようなもの
902_02_02_009_02|変なこと？　私にはわからない
902_02_02_012_02|そう。まだ婚姻届は出していないだけ
902_02_02_015_02|士道、聞きたいことがある。　その子が殿町宏人の親戚というなら……　何故士道がパパと呼ばれているの？
902_02_02_017_02|そう。実子でないなら問題はない
902_02_02_018_02|……あなた、名前は？
902_02_02_020_02|そう、いい子いい子
902_02_02_022_02|ありがとう。あなたは私の名前をどうして知っているの？
902_02_02_024_02|士道の愛に感動した
902_02_02_029_02|あなたみたいな娘なら、士道との間に欲しい
902_02_02_030_02|ばいばい、凜緒
902_02_02_035_02|士道、凜緒は何を言っていたの
902_02_02_036_02|そう。とても彼の親戚とは考えられない
902_02_02_037_02|士道、気をつけて。　……将来、強敵になりそうな気配がした
900_00_00_060_02|――ずっと、ずっと探してきた。　ずっと、ずっと探し続けてきた
900_00_00_061_02|やっと見つけた。ようやく見つけた。　殺す。殺す。絶対に殺す。私が、この手で。　私の五年間はこのためだけにあった
900_00_00_065_02|……っ、それでも、構わない。　私の手で〈イフリート〉を討てるなら……！
