Ri05_06_001|士道！　戻ってこれたの
605_11_05_042_05|か、彼氏……
605_11_05_044_05|か、彼氏よ！　彼氏！
605_11_05_054_05|どういう意味！？
605_11_05_055_05|別に？　可愛い子たちに構ってもらえてよかったじゃない
605_11_05_056_05|ふん
605_11_05_061_05|なっ……！　ち、違うわよ！
605_11_05_062_05|兄妹なんかじゃないもん！　本当だもん！
605_11_05_063_05|私と士道は、本当にその、こ、恋人同士なんだから！
605_11_05_064_05|ほら、士道もなんとか言いなさいよ！
605_11_05_065_05|そ、そうよね。士道
605_11_05_066_05|しょ、しょうがないでしょ！　友達の前だとやりにくいの！　士道こそ、堂々としてなさいよ！
605_11_05_069_05|キ、キス！？
605_11_05_074_05|で、できるわよ！　それぐらい！
605_11_05_075_05|し、しし、士道は黙ってなさい！　今更引き下がれないでしょ！　わわ、私に全部任せればいいんだから！
605_11_05_076_05|へ、平気よ。ちょっとその、ほっぺにするだけでしょ……
605_11_05_077_05|み、見られちゃう……
605_11_05_078_05|だ、だって……よく考えたらこんなところで、　まだ明るいし……
605_11_05_079_05|ひ、人もいっぱい……
605_11_05_080_05|やだ…………私の恥ずかしいところ、見られちゃうよぅ……
605_11_05_081_05|ほ、ホントに？
605_11_05_082_05|う、うん。士道の言う通りにする
605_11_05_083_05|こ、こう？
605_11_05_084_05|ま、まま、まずは動かないように顔面を固定……！
605_11_05_085_05|次は？　次はどうするの？　ねえ、士道。早く
605_11_05_086_05|う、うん
605_11_05_087_05|……チュッ
605_11_05_090_05|……しちゃった。みんな見てるのに
605_11_05_091_05|ど、どう？　納得してくれた？
605_11_05_094_05|う、動くんじゃないわよ、士道！
605_11_05_095_05|…………は？
605_11_05_096_05|な、なな……なぁんですってええぇぇぇぇっっ！！！！
605_11_05_097_05|言ってくれるじゃないのよ、士道！！
605_11_05_098_05|お子ちゃまお子ちゃまうるさいわね！　わかるわよっ！　やってやろうじゃない！！
605_11_05_099_05|こうすれば動かないでしょ！？
605_11_05_100_05|望むところよ！
605_11_05_101_05|さあ、もう逃がさないわよ。　次はどうしてやろうかしら？
605_11_05_102_05|私を本気にさせたことは褒めてあげるわ。　けど、相手を見誤ったわね
605_11_05_103_05|さあ、士道。覚悟はいいわね？　はあ……はあ……
605_11_05_104_05|いくわよっ！！
605_11_05_105_05|……ん…………
605_11_05_106_05|さあ、どう？　これで満足？
605_11_05_113_05|士道。ずいぶん面白いことを言ってくれたじゃない？　後で話があるわ。逃げるんじゃないわよ
605_11_05_114_05|ああ、気分がいいわ。　今日はたっぷり士道に尽くしてもらえる気がするから
605_11_05_115_05|…………
605_11_05_116_05|…………
605_11_05_117_05|――ッ！！
605_11_05_118_05|バカ、バカ！　士道のバカ！　あんな恥ずかしいこと、二度としないんだから！
605_11_05_119_05|…………あ、ああいうことは、　うちに帰ってからいっぱいしてあげる……
605_11_05_120_05|うん…………
605_11_05_121_05|は、早く帰ろ？
605_12_05_001_05|えーと、ここかしら？
605_12_05_002_05|あ、いたいた。士道ってば、何やってるのよ、もう
605_12_05_003_05|えへへ。来ちゃった
605_12_05_004_05|む。ごあいさつね。士道がいつまで経っても来ないからでしょ。　待ちくたびれたから、こっちが来てあげたの
605_12_05_005_05|帰りがけの十香たちに聞いたら、　まだ教室にいるって言うし
605_12_05_006_05|まあまあ、細かいこと気にしないで
605_12_05_007_05|日直の日誌にどんだけ時間かかってるのよ。　こんなのささっと終わらせちゃいなさい
605_12_05_008_05|もう、こんなのに時間かけちゃって……。　心配して損しちゃったわ
605_12_05_010_05|はーい
605_12_05_011_05|ふーん。ここが士道の教室なのね
605_12_05_012_05|ここが十香の席？
605_12_05_013_05|で、あっちが鳶一折紙？
605_12_05_014_05|左右に美少女座らせて、両手に花ね
605_12_05_015_05|ふーん。へー。ほー
605_12_05_016_05|士道～
605_12_05_017_05|つまんないー
605_12_05_018_05|つまんないものはつまんないの。構って
605_12_05_019_05|構ってくれないなら、イタズラ・し・ちゃ・う・ぞ？
605_12_05_020_05|んふふ～。……えいっ
605_12_05_021_05|だ～れだ？
605_12_05_022_05|いやん、バレちゃった
605_12_05_023_05|ノリ悪いわよ、士道
605_12_05_024_05|はいはい、そうですか
605_12_05_025_05|士道。ちょっと椅子引いて
605_12_05_026_05|いいからいいから
605_12_05_027_05|えいっ
605_12_05_028_05|だって士道ったら、私のこと、全然見てくれないんだもん
605_12_05_029_05|お願い、士道。私を見て？
605_12_05_030_05|きゃぴ☆
605_12_05_031_05|ちょっと何引いてるの……　私なんだから、何したって可愛いに決まってるでしょ？　ほらほらー、正直になりなさい
605_12_05_032_05|士道？
605_12_05_033_05|ねえ、士道？
605_12_05_034_05|士道ったら……
605_12_05_035_05|む～…………
605_12_05_036_05|ねえ、士道。士道ったら士道。　ねえねえ士道ねえ士道士道ねえ士道！
605_12_05_037_05|そんな言葉を知ってるところが微妙にマニアックよね
605_12_05_038_05|だってせっかく来たっていうのに、　ただ待ってるだけなんて退屈でしょ！
605_12_05_039_05|そーれーでーもー！
605_12_05_040_05|しょうがないわね。　それで妥協してあげるわ
605_12_05_041_05|はいはい
605_12_05_042_05|――士道。漢字、間違ってるわよ
605_12_05_043_05|『専門』は『点なし口なし』。初歩的な漢字の覚え方よ。　あなた、『恋人』を『変人』って書くタイプじゃないの？　あー、私そんな風に書かれてたなんて……屈辱だわ
605_12_05_044_05|ちょっと士道。一文中に『が』を二回も使うんじゃないの。　逆説に逆説がつながるってどういう文法よ。　あなたの関節も逆向きにつなげてあげましょうか？
605_12_05_045_05|ちょっと士道。相変わらず見辛い字ね
605_12_05_046_05|ほらほら、さっさと手を動かしなさい。　それにしても、やっぱり士道は私がいないと駄目ね
605_12_05_047_05|え？　うん、言ったけど
605_12_05_048_05|ちょ、ちょっと士道！？
605_12_05_049_05|や、やだ！　足、閉じれないじゃない！
605_12_05_050_05|み、見えちゃう！　パンツ見えちゃうから！
605_12_05_051_05|ちょっ……！
605_12_05_052_05|きゃああああああああっっ！！
605_12_05_053_05|バカバカバカバカ！　何考えてるのよ！　倒れたらどうするのよ！！
605_12_05_054_05|多分じゃないわよ！
605_12_05_055_05|いやああああああっ！？
605_12_05_056_05|やめなさい士道！　お願いだからやめてってば！
605_12_05_057_05|……はい
605_12_05_058_05|ん？　いいわよ。なに？
605_12_05_059_05|は…………はああああああああああああっっ！？
605_12_05_060_05|…………
605_12_05_061_05|……そんなに見たいの？
605_12_05_062_05|だから、そんなに見たいのかって聞いてるのよ。　私の……パンツが
605_12_05_063_05|今日、ちょっとスカート短いから……。　今、後ろから見たらパンツ見えてるかも
605_12_05_064_05|士道になら……見せてあげてもいいよ？
605_12_05_065_05|見ちゃう？　誰もいない教室で彼女の下着を見て、　興奮しちゃう変態さんになっちゃってもいいの？
605_12_05_066_05|皆まで言うな。　恥ずかしいけど……特別に、いいわよ？
605_12_05_067_05|はい、私の勝ちー
605_12_05_068_05|馬鹿ね。変なこと言って私の気を逸らそうとしたんでしょ？　そんな手に引っかかったりしないわよ
605_12_05_069_05|それとも……ホントに期待しちゃった？
605_12_05_070_05|ふーん、どうかしら？
605_12_05_071_05|ほら。さっさと書いちゃいなさい。　早く帰りたいんだから
605_12_05_072_05|士道が遊んでるからじゃない
605_12_05_073_05|てへ
605_12_05_074_05|でも、ちょっと楽しかったわ。　士道の教室も見られたし
605_12_05_075_05|うん。……でも、私はクラスメートにはなれないんだなって　思うと、少し寂しくなっちゃった
605_12_05_076_05|…………っ！
605_12_05_077_05|そ、そそ、そんなこと言ったって誤魔化されてあげないんだから！　私を待ちぼうけさせたの、覚えてるんだからね！
605_12_05_078_05|元はと言えば、士道がぐずぐずしてたのが悪いのよ！
605_12_05_079_05|ちょっと士道、聞いてるの！？
605_12_05_080_05|や、やっぱり誤魔化そうとしてるでしょう！
605_12_05_081_05|そんなこと、頼んでないもん！
605_13_05_001_05|あ、士道。終わった？
605_13_05_002_05|お疲れ様。いつもありがと
605_13_05_003_05|んー、これ？
605_13_05_004_05|そ。ちょっとよさそうだったから　買ってみたの
605_13_05_005_05|ほら、士道も座って座って。　一緒に見ましょ
605_13_05_006_05|いいからいいから
605_13_05_007_05|よいしょ
605_13_05_008_05|ふふ。やっぱりここが一番座り心地がいいわね
605_13_05_009_05|あら、嫌だった？
605_13_05_010_05|嫌なら降りるけど？
605_13_05_011_05|じー
605_13_05_012_05|変なこと考えてない？
605_13_05_013_05|本当に？
605_13_05_014_05|そんな安っぽい誓いになんの意味があるのよ……。　まあ、いいわ
605_13_05_015_05|ふにゃっ！？
605_13_05_016_05|お、おお、重く！？　そ、そそ、そんなわけないでしょ！？　ていうか女の子にそれは禁句よ！
605_13_05_017_05|成長……って、都合のいい言い訳じゃないの？
605_13_05_018_05|は、はぅ……！？
605_13_05_019_05|も、もう！　士道の馬鹿！
605_13_05_020_05|ふん、おふだって！　勝手にスイッチ切ってなさいよー！
605_13_05_021_05|女の子はデリケートなの！　大きいとか、重いとか、軽々しく言っちゃ駄目！
605_13_05_022_05|……馬鹿ね。士道にそんなふうに言われたら　気になっちゃうわよ
605_13_05_023_05|もう小さな子供じゃないの。　あなたの……恋人なんだから。いつまでも妹扱いしないで
605_13_05_024_05|それに、太ったら……
605_13_05_025_05|士道に嫌われちゃうかもしれないでしょ……？
605_13_05_026_05|ちょっとでも可能性は排除したいの！　私は士道に少しでも嫌われたくないから！
605_13_05_027_05|……お、重くない？
605_13_05_028_05|う……
605_13_05_029_05|はーい……
605_13_05_030_05|そうよ。行けたらいいなあって思って
605_13_05_031_05|現実には、なかなか難しいけどね
605_13_05_032_05|もう、わかってないわね
605_13_05_033_05|私は士道と、二人っきりで行きたいの
605_13_05_034_05|ふふ……士道、赤くなってる
605_13_05_035_05|ほら見て。最近はいろいろプランがあってお得なのよ。　カップル用のプランもいろいろあるんだって
605_13_05_036_05|私は士道と一緒ならどっちでもいいわ。　絶対楽しめるもの
605_13_05_037_05|ね。迷っちゃうわ。　士道はどこに行きたい？
605_13_05_038_05|南の島かあ。いいわね
605_13_05_039_05|南の島かあ。そうなれば、やっぱり海よね。　水着、新調しないと
605_13_05_040_05|士道、早く～！　置いてっちゃうわよ～！
605_13_05_041_05|きゃっ！　冷た～い。もう、お返しなんだから！
605_13_05_042_05|うふふふふ！
605_13_05_043_05|ねえ、士道。この水着、どうかしら？
605_13_05_044_05|士道のために、ちょっと大胆なものにしてみたの
605_13_05_045_05|ほら、きわどいでしょ？　こことか、こことかぁ。見えちゃうか・も
605_13_05_046_05|いやぁん、士道のオオカミ～～！
605_13_05_047_05|士道？　士道ったら
605_13_05_048_05|もう。士道。今度こそエッチな想像してるでしょ
605_13_05_049_05|本当かしら。士道ったらすぐに顔に出るんだもん。　信じられないわ
605_13_05_050_05|さっき私が膝に乗った時も同じような顔してたわよ
605_13_05_051_05|ほら、やっぱり変な想像してた
605_13_05_052_05|士道……他の子でそんなこと考えたら　許してあげないんだからね
605_13_05_053_05|私だったら、別にいいけど
605_13_05_054_05|確かにそれもいいわね。ちょっとジジ臭いけど
605_13_05_055_05|でも、そういうのってもっと年齢が上の人たちを　ターゲットにしてるんじゃない？
605_13_05_056_05|あ、確かにそうみたいね。意外にいろいろあるわ
605_13_05_057_05|そうね。日帰りでもたっぷり楽しめそう
605_13_05_058_05|露天風呂もそうだけど、内湯もよさそうね
605_13_05_059_05|やだ。あんまりこっち見ないでよ、士道
605_13_05_060_05|あ、当たり前じゃない。一緒にお風呂だなんて……　恥ずかしくて死んじゃいそうよ……
605_13_05_061_05|わ、士道の背中、大っきい……たくましい……
605_13_05_062_05|ね……私のことも洗ってく・れ・る？
605_13_05_063_05|士道？　士道ったら
605_13_05_064_05|どうしたの？　ボーっとして。　顔も赤いみたい
605_13_05_065_05|のだ？
605_13_05_066_05|変なこと考えてなかった、士道？
605_13_05_067_05|即答するところが怪しいわね
605_13_05_068_05|山は危険よ。特に冬は。雪山の恐ろしさをわかってる？
605_13_05_069_05|駄目よ、士道！　吹雪で前が見えないわ！
605_13_05_070_05|頼もしいわ、士道！
605_13_05_071_05|きゃあ！　士道！　雪崩よ！
605_13_05_072_05|すごい、士道！
605_13_05_073_05|きゃあ！　士道、崖よ！　落ちちゃうわ！
605_13_05_074_05|ええ、離さないわ！　ずっと離さない！
605_13_05_075_05|士道……私、寒いわ
605_13_05_076_05|ああ、士道、温かい……
605_13_05_077_05|そう……わかったわ
605_13_05_078_05|士道にその覚悟があるなら止めはしないわ。待ってなさい
605_13_05_079_05|私よ。極点越冬用の耐寒装備と七日分の食糧を用意してくれる？　……ええ、冬山登山。ヒマラヤよ
605_13_05_080_05|最高の冬山登山の環境を用意したいの。　……危険は承知の上よ。わかってるわ。　下手をすれば、二度と日本の地を踏むことはないわね
605_13_05_081_05|でも、これは士道の頼みなの。お願い。　私を恋人を一人だけで死地に送り込むような　馬鹿な女にしないで
605_13_05_082a_05|私が戻らなかった時のことはわかっているわね？　……馬鹿ね、泣くんじゃないの。　まだ、死ぬと決まったわけじゃ……ぐすっ
605_13_05_082b_05|大丈夫、空に一番近い場所でみんなを見ているわ。　それじゃ、みんな。さよなら――
605_13_05_083_05|ふう、楽しかった。　隅々まで読み込んじゃったわね
605_13_05_084_05|…………
605_13_05_085_05|あ、ごめんね。士道と話してたら、　本当に行きたくなっちゃって
605_13_05_086_05|士道と二人っきりで旅行。でも、難しいわよね
605_13_05_087_05|でも……
605_13_05_088_05|そうかな……
605_13_05_089_05|あ……
605_13_05_090_05|信じてもいい？
605_13_05_091_05|……士道、大好きよ
605_14_05_001_05|ねえ、士道。映画見ない？
605_14_05_002_05|ええ、そうよ。これ、借りてきたの
605_14_05_003_05|恋愛ものの隠れた名作らしいわ
605_14_05_004_05|私もタイトルだけ聞いたことあったんだけど、　実際見るのは初めてだから、内容はよくわからないんだけど
605_14_05_005_05|うん！
605_14_05_006_05|……？　どうかした？
605_14_05_007_05|変なの。……ま、いっか。それじゃ、再生っと
605_14_05_008_05|ひゃっ！？
605_14_05_009_05|これ……すごいわね…………
605_14_05_010_05|こ、恋人同士って、こんな感じなのかしら……
605_14_05_011_05|……なんか、凄い映画だったわね
605_14_05_012_05|……ねえ、士道？
605_14_05_013_05|し、士道？　どうしたのよ、突然……
605_14_05_014_05|士道。入っていい？
605_14_05_015_05|うん……その……
605_14_05_016_05|……今日、一緒に寝ても……いい？
605_14_05_017_05|だ、駄目？
605_14_05_018_05|……はい？　いったいなんの話をしてるのよ？
605_14_05_019_05|ば、バッカじゃないのこの変態！！　ととと当然でしょうがっ！！
605_14_05_020_05|私はただ……昔みたいに士道と一緒に寝たいなって、　そう思って……
605_14_05_021_05|そう。士道がいいならなんの問題もないわよね
605_14_05_022_05|何よ、いいっていったんだから、責任持ちなさいよ！
605_14_05_023_05|た、たまには士道が寂しくないように　一緒に寝てあげようと思っただけなんだから！
605_14_05_024_05|……うん
605_14_05_025_05|わ、わかってるわよ！
605_14_05_026_05|さっきの映画みたいな……へ、変なこと、しないでよね
605_14_05_027_05|うん。おやすみ、士道
605_14_05_028_05|士道……
605_14_05_029_05|ん……くー、すー……
605_14_05_030_05|士道……
605_14_05_031_05|士道、どこにも行かないで……
605_14_05_032_05|やだ、士道……
605_14_05_033_05|えへへ……
605_14_05_034_05|士道……大好き……
605_14_05_035_05|…………うん
605_14_05_036_05|んん……
605_14_05_037_05|ん……
605_14_05_038_05|ふん……いごだってぇ……神の一手でも…………
605_14_05_039_05|う、ううん……
605_14_05_040_05|朝よ、士道。ほら、起きなさい
605_14_05_041_05|おはよ、士道
605_14_05_042_05|まあね
605_14_05_043_05|ゆ、昨夜はその、ありがと。無茶なお願いして悪かったわね
605_14_05_044_05|え？
605_14_05_045_05|ど、どうしてわかったの！？
605_14_05_046_05|士道……
605_14_05_047_05|もう。少しは自分で起きようと努力しなさいよね
605_14_05_048_05|なっ！　そ、そんなことで泣くわけないでしょ！！
605_14_05_049_05|う、うるさいわね！　いいから早く起きなさいよ！　朝ご飯にするんだから！
605_14_05_050_05|士道は黙って私の言うことを聞いてたらいいの。　そしたら、ずっと世話してあげるわよ？
605_14_05_051_05|な！　バ、バカにしてるでしょ！
605_14_05_052_05|あ……
605_14_05_053_05|ええ！　もちろんよ！
605_15_05_001_05|あーん。待って、待って～
605_15_05_002_05|ごめん、ごめん。　お待たせ。士道！　さ、行きましょ
605_15_05_003_05|もう。女の子にはいろいろ準備があるの。　そんなこと聞くなんて野暮よ
605_15_05_004_05|あ、わかっちゃう？
605_15_05_005_05|うふふ。今日のためのとっておきなの。　どう？　似合ってる？
605_15_05_006_05|そう。えへへへへ
605_15_05_007_05|気づいてくれるのは嬉しいけど、　ちょっと恥ずかしいな
605_15_05_008_05|変に浮かれてるとか思わない？　気合い入れちゃってて
605_15_05_009_05|ふふ。士道ったら遠足前の子供みたい。　そうよね。今日はばっちりお寝坊さんだったし
605_15_05_010_05|ふふ……そうね、おあいこだわ
605_15_05_011_05|でも、起こしてもなかなか起きないんだもの。　困っちゃったわ
605_15_05_012_05|でも、そうね。こうして旅行に　行けるのも士道のおかげだもんね
605_15_05_013_05|足腰鍛えられたでしょ。　成績も上がったんだし、よかったじゃない
605_15_05_014_05|なんだか歯切れが悪いわね。　けど、士道だって頑張ってくれたわ
605_15_05_015_05|ちょっとしたことでも、私のために　頑張ってくれたんだもの。素直に嬉しいわ
605_15_05_016_05|ありがと、士道
605_15_05_017_05|待ってね。えーと、着替えでしょ。おやつでしょ。　ガイドブックも持ったし、飛行機のチケットも
605_15_05_018_05|うん、大丈夫。ちゃんとあるわ
605_15_05_019_05|手軽に？
605_15_05_020_05|でも、運転免許はさすがに簡単に用意できないわよ？
605_15_05_021_05|士道……
605_15_05_022_05|そういう意外に気のつくところ、　好きよ。士道
605_15_05_023_05|そう？　それじゃ、言い直そうかしら
605_15_05_024_05|好きよ、士道。大好き
605_15_05_025_05|うん。これからもずっと一緒。　旅行だって、何度だって行こうね
605_15_05_026_05|そうよね。南の島とか温泉とか。　海外も国内もいろんなところに行きたいわ
605_15_05_027_05|冬山登山もしちゃう？
605_15_05_028_05|ふふふ
605_15_05_029_05|でも……どこに行く時も士道と一緒よ
605_15_05_030_05|士道
605_15_05_031_05|え？　……あ、いけない！　時間！
605_15_05_032_05|きゃっ！　ちょ、ちょっと！
605_15_05_033_05|もう！　出発からどうしてこんなに　せわしなくなるの！
605_15_05_034_05|士道が寝坊したからでしょ！　寝顔、かわいかったけど！
605_15_05_035_05|ね、士道。次の旅行の計画も立てようね
605_15_05_036_05|いいの。次も、その次も、一生分の計画を　もう立てちゃうの
605_15_05_037_05|もちろん、一つ残らずつき合ってもらうわよ！
605_15_05_038_05|当たり前じゃない！
605_15_05_039_05|これ、ちなみに命令じゃないわよ？
605_15_05_040_05|お願い。わかるでしょ？
605_15_05_041_05|――今何か言った？
605_15_05_042_05|ふふ、どんな無茶でも聞いてくれそうね
605_15_05_043_05|これからは命令はなるべくやめるわ。お願いすることにする。　だってその方が聞いてくれるんでしょ？
605_15_05_044_05|そうよ。あなたの彼女はこういう女なの。　嫌いになった？
605_15_05_045_05|私も大好きよ、士道。本当に大好き。　だから、お願いするわね。ずっと一緒よ、ずっと……
605_15_05_046_05|うんっ！
605_16_05_001_05|あーん。待って、待って～
605_16_05_002_05|ごめん、ごめん。お待たせ。士道！　さ、行きましょ
605_16_05_003_05|あ、わかっちゃう？
605_16_05_004_05|だって、やっと士道と旅行に行けることになったんだもん！
605_16_05_005_05|そうね。士道のほうは昨夜、眠れなかったみたいだし
605_16_05_006_05|遠足の前みたいに？
605_16_05_007_05|でも、そうね。こうして旅行に　行けるのも士道のおかげだもんね
605_16_05_008_05|なんだか歯切れが悪いわね
605_16_05_009_05|いいわ。士道も私のために頑張ってくれたんだもの。　それは素直に嬉しいし
605_16_05_010_05|二人で旅行っていう約束も守ってくれたものね。　ありがと、士道
605_16_05_011_05|待ってね。えーと、着替えでしょ。おやつでしょ。　ガイドブックも持ったし、飛行機のチケットも
605_16_05_012_05|うん、大丈夫。ちゃんとあるわ
605_16_05_013_05|さ、行きましょ
605_16_05_014_05|ね、士道。次の旅行の計画も立てちゃいましょうね
605_16_05_015_05|いいじゃない。まだ行きたいところが　いっぱいあるんだもん
605_16_05_016_05|それに、士道は約束を守ってくれるんでしょ？　だったらなおのこと、早く決めておきたいわ
605_16_05_017_05|次も、その次も、一生分の計画をもう立てちゃうの
605_16_05_018_05|もちろん、一つ残らずつき合ってもらうわよ？
605_16_05_019_05|どこに行く時だって、私は士道と一緒だからね！　これ、ちなみに命令じゃないわよ？
605_16_05_020_05|お願い、よ
605_16_05_021_05|どうして？
605_16_05_022_05|それもそうね。でも、これはお願いで……約束。いい？
605_16_05_023_05|好きよ、士道。大好き。　ずっと一緒よ、ずっと
605_16_05_024_05|うん。旅行だって、これきりじゃないわよ？
605_16_05_025_05|も、もう！　いきなり何言ってるのよ！
606_12_50_001_05|あれ、どこか出かけるの士道？　コンビニ行ってきてもらおうと思ったのに
606_12_50_002_05|ああ、そういえばそうだったわね。　……ふーん、そう
606_12_50_003_05|べ・つ・にー？　ま、せいぜい大事にしてきてあげたら？　可愛い可愛い、たった[二人*・・]の彼女なんでしょ？
606_12_50_004_05|そ、行ってらっしゃい。　……あ、士道。　ひとつ、頼みがあるの
606_12_50_005_05|帰りにプリン買ってきて。　種類は任せるけど……わかってるわね？
606_12_50_006_05|行ってらっしゃーい。　晩御飯までには帰ってくるのよー
608_12_21_001_05|…………
608_12_21_003_05|…………
608_12_21_006_05|……つまり、あの時に、　『新しくゲームスタート』ってことになったみたいね。　ゲーム開始、一日目、ってわけ
608_12_21_007_05|……で、なんであなたがうちにいるわけ？
608_12_21_009_05|士道を見張ってる、ってわけね。　……ま、いいわ。　とりあえず、或守の目論見に付き合うって決めたわけだしね
608_12_21_010_05|……士道。　この子、鞠亜って言うの？
608_12_21_012_05|……そうだっけ？　うーん……まあいいか
608_12_21_016_05|それは大した自信ね。　士道、料理だけは得意なのに
608_12_21_017_05|まあ……とりあえず食べたらいいんじゃない？　これからいつもどおり、学校に行かなきゃいけないんだし
608_12_21_020_05|まあ、せっかく作ってくれたんだし　いいから食べましょ。遅刻するわよ
608_12_21_023_05|まさか……でも間違いない。　いつも食べてる味と同じだわ
608_12_21_027_05|そう考えるのが妥当でしょうけど……
608_12_21_028_05|本当に士道の料理の癖なんて細かい情報がデータベースに　登録されているのかしら
608_12_21_029_05|うーん……
608_12_21_030_05|まあ、いいわ。とにかくこれからのことを　考える方が先決ね
608_12_21_031_05|それはそうだけど、ただ漫然と生活しているだけで　この世界から脱出できるとは限らないでしょ
608_12_21_032_05|そのために、私たちはこのゲームの世界で生活するわけでしょ？　ということは、愛についての情報を或守に蓄積させることを　意識して生活する必要があるんじゃないかしら
608_12_21_033_05|そのまさかよ。ここはギャルゲー世界だから　待っていても何かしらのイベントが起きると思うけど。　それを積極的に利用して行動を起こすつもりでいないと
608_12_21_034_05|ただギャルゲーをやるだけなら、ＮＰＣ相手でもよかったはず。　でもそうじゃない。私たちは或守に呼ばれてここにいる。　それは恐らく、重要なことと見ていいはずよ
608_12_21_035_05|そういうことね。　まぁ、頑張って愛とやらを探してちょうだい
608_12_21_040_05|なるほど……確かにそうかも
608_12_21_042_05|……ふぅん。　いいんじゃない？
608_12_21_043_05|まあ、最終的な判断は士道に任せるけど。　そうすることが脱出への近道かもしれないじゃない
608_12_21_046_05|ん。じゃあ、そうと決まったら、学校へ行きましょう。　或守、あなたも学校へ行くんでしょ？
608_12_21_057_05|ほかの三人はいないのね？
608_12_21_059_05|ま、気にしなくても学校で会うでしょう。　とりあえず、学校へ向かいましょう
608_12_21_064_05|まあ全員同じクラスってわけにはいかないでしょ？　机の空きがないだろうし。　私も三組に飛び級で編入するみたいよ
608_15_21_012_05|おーい、おにーちゃん
608_15_21_013_05|なんのことー？　学校ではいつもこーだもーん
608_20_21_015_05|見てたわよ？　そりゃもう、しっかりと
608_20_21_016_05|可愛い妹の顔を見てその反応って失礼じゃない？
608_20_21_017_05|でも、どういう経緯か分からないけど、　なかなかやるじゃない、士道。　いつもそれくらいだとこっちも助かるわ
608_20_21_018_05|別になんでもないわよ。　ほら、起きたんならご飯にしましょう
608_20_21_019_05|言い訳は結構。攻略が順調ってことなら構わないわ。……でも、　そうねえ？　今日の朝食に私の好物が並んでなかったら、　みんなの前でついつい話題に出しちゃいそうだわー
608_20_21_021_05|……何？
608_20_21_022_05|……はあ
608_20_21_024_05|大きな声出さなくてもわかってるわよ。　士道にそんな根性ないでしょ
608_20_21_025_05|本当のことでしょうが。　ともかく、或守が士道のことを気に入っているなら　デレさせられるかもしれない
608_20_21_026_05|『愛とは何か』を知るのが目的ってことなら、　自分で体験する方が手っ取り早いわ
608_20_21_027_05|どうしたの？　何か思うところがあるわけ？
608_20_21_028_05|……変わった？　確かに最初よりもだいぶ賢くなってるみたいだけど、　それはただ私たちの行動から学習しているだけでしょ？
608_20_21_029_05|ふーん。まあ、何かのヒントになるかもしれないわ。　その違和感は覚えておいた方がいいかもね
608_20_21_034_05|確かにあれが考えそうなことだわ……
608_20_21_038_05|もちろん答えは決まってるわ。　――行きなさい
608_20_21_039_05|他の精霊と一緒だと何かと邪魔が入るだろうし、　試しに二人で登校してみるのもありだと思うわ
608_20_21_040_05|他のみんなには適当にはぐらかしておくわ。　いってらっしゃい、おにーちゃん
608_21_21_046_05|間の悪い男ね……このままだと遅刻するわよ？　そんなわけで、私は先に行くわ
608_22_21_005_05|士道。おしぼり取って
608_22_21_043_05|ごちそうさまでした、と
608_22_21_044_05|じゃ、おにーちゃん。　あんまりやってると遅刻しちゃうよー？　私、先に教室帰るからね
608_25_21_012_05|あのー。　お取り込み中のところ悪いんだけど、　そろそろ起きたらどうかしら
608_25_21_014_05|おはよう或守。それに、士道も。　昨日に続いて今日も潜り込んだのね
608_25_21_015_05|まぁ、とやかく言うつもりはないけど……　ちゃんと責任持って面倒みなさい
608_26_21_008_05|だったら簡単じゃないの？　両方叶えてあげれば解決よ
608_26_21_010_05|士道と十香たち……一緒に買い物に行けば、　やりたいことが一度に達成できてお得でしょ？
608_26_21_012_05|決まりね。　それじゃ、こっちで連絡がつく相手には　代わりに連絡してあげるわ
608_26_21_014_05|任せておきなさい。　そういうことだから。　士道、よろしく頼むわね
608_26_21_015_05|今日は遠慮しておくわ。　調べたいこともあるから
608_26_21_016_05|そうね……今日都合がつかなかった人は、　また明日ってことで。よろしくね、士道
608_32_21_001_05|おーい、おにーちゃ……
608_32_21_002_05|って、あれー？　起きてるー！
608_32_21_003_05|おはよーおにーちゃん。　たまには起こしてあげよーと思ってたのにー
608_32_21_004_05|だって、今日はみんなで遊びに行くんでしょ？
608_32_21_005_05|もう下に降りてるのだー
608_32_21_006_05|おにーちゃん、もしかして　或守が一緒に寝てなくて寂しいとかー？　へんたーい！
608_32_21_007_05|えー、ほんとにー？
608_32_21_008_05|はーい！
608_32_21_013_05|おにーちゃん、忘れたら駄目だよー？　折紙さんにー、四糸乃にー、夕弦ー！
608_32_21_014_05|んー？　なんのことー？
608_32_21_041_05|おー！　しゅっぱつしんこー！
608_33_21_012_05|はいはーい！　私もさんせー！　遊びまくるのだー
608_33_21_014_05|……ええっ！
608_33_21_015_05|ほ、ホラーハウスかー……。　わ、私は……急用を思い出したから　ここで待ってる！
608_33_21_017_05|そ、そんなこと……ないけど
608_33_21_019_05|いいのっ！　いいから行って来て！　鞠亜は入りたいでしょ？
608_33_21_031_05|おー、食べる！　じゃあ、おにーちゃんたちはパーッといってくるといいのだ！
608_33_21_072_05|そうそう！　ソフトクリーム、すっごくおいしかったー
608_33_21_090_05|ねえねえ、おにーちゃん……
608_33_21_091_05|だんだん目が回ってきたよー
608_34_21_002_05|おー、楽しみだねー
608_34_21_009_05|どうする、おにーちゃん。　今日は止めにするか？
