Ri01_06_001|心配したぞシドー！　大事はなかったか？
601_11_01_026_01|な、なにがだ？
601_11_01_027_01|そ、そんなことはないぞ。全然ない！
601_11_01_028_01|おお！　可愛い服がいっぱいだな！
601_11_01_029_01|ぬ？　一着？　琴里からは好きなだけ買ってきていいと言われているが……
601_11_01_030_01|よいのか？　本当に？
601_11_01_031_01|だが、人も多い……これでは試着してシドーに感想をもらえない　かもしれないぞ……
601_11_01_032_01|わかった！　自分なりに探してみるのだ！
601_11_01_033_01|なぁシドー。これはなんだ？
601_11_01_034_01|ストォル？　不思議な形の布だな。どう使うのだ？
601_11_01_035_01|ふむ……こんな感じか？
601_11_01_036_01|……だがシドー。これでは食べにくいな。　汚してしまいそうだ……
601_11_01_037_01|おお、そういうことか！　それなら大丈夫そうだな
601_11_01_038_01|しかし、いろいろあって本当に迷ってしまうな……。　シドーの気になるのはどれなのだ？
601_11_01_039_01|う、うむ……それはそうなのだが……
601_11_01_040_01|……うむ、頑張る！　……ん？　靴もあるのだな
601_11_01_041_01|では、あのブーツを頼めるか？
601_11_01_042_01|うむ。すまんな、シドー。　ちょっと待ってくれ
601_11_01_043_01|……む、なかなか履くのに苦労するなこれは……
601_11_01_044_01|よっ……んんっ……これで大丈夫なのか……？　いや、違うな……
601_11_01_045_01|すまん、シドー。手伝ってくれ
601_11_01_046_01|……ん、どうしたのだ、シドー？
601_11_01_047_01|……ん？
601_11_01_048_01|大丈夫なのか、シドー？　やはり体調が優れぬのか？
601_11_01_049_01|んっ……
601_11_01_050_01|ん、シドー……あ……
601_11_01_051_01|んん……
601_11_01_052_01|し、シドーに脚を触られているのは……なんだか変な感じだ
601_11_01_053_01|へ、変な感じだが、その…………嫌ではない、ぞ…………
601_11_01_054_01|……シドー？
601_11_01_055_01|……っ！
601_11_01_056_01|……み、見たか？　シドー
601_11_01_057_01|本当か？
601_11_01_058_01|本当に本当か？
601_11_01_059_01|では、信じよう……
601_11_01_060_01|どうだシドー、似合うか？
601_11_01_061_01|なるほど！　よし……これでどうだ、シドー？
601_11_01_062_01|……ではシドー、これを買ってもらってもよいだろうか？
601_11_01_063_01|服だと毎日着るわけにはいかないが、　これならどの服を着ていてもつけられるだろう？
601_11_01_064_01|だ、駄目……か？
601_11_01_065_01|うむっ！
601_11_01_066_01|今日はいろいろなものを見れて、凄く楽しかったぞ。　靴もストォルも早く身につけたいのだ！
601_11_01_067_01|うむ、楽しみだ！　ん……
601_11_01_068_01|シドー？
601_11_01_069_01|シドーは優しいな
601_11_01_070_01|そうか？　ちゃんと風が弱まったぞ
601_11_01_071_01|きゃっ！
601_11_01_072_01|ひ、ひぁ……っ！
601_11_01_073_01|し、シドーが風除けになってくれるのではないのか？
601_11_01_074_01|こ、この……んっ…………
601_11_01_075_01|ひゃあっ！
601_11_01_076_01|やっ！　み、見るなと言っているだろう！
601_11_01_077_01|し、シドーが押さえてくれ！
601_11_01_078_01|ん……ちょっと寒くなってきたぞ
601_11_01_079_01|あまり風が強いと困るのだが……
601_11_01_080_01|ひゃあっ！
601_11_01_081_01|ど、どど、どこを見ているのだ……馬鹿者！
601_11_01_082_01|やんっ！
601_11_01_083_01|うわぁっ！
601_11_01_084_01|ま、またかシドー！　わざと見える場所に移動しているのではないだろうな！？
601_11_01_085_01|……シドーが謝ることはないのだ。　私も、その悪かったのだ……
601_11_01_086_01|そうではなくてだな……
601_11_01_087_01|実は今日……いつもよりスカートが短かったのだ
601_11_01_088_02_01|じ、じろじろ見るな！
601_11_01_088_01_01|ちょっとしたことでめくれてしまいそうでな……　気が気でなかったのだ……
601_11_01_089_01|その方が、シドーが喜ぶと教えてもらったのだ……
601_11_01_090_01|亜衣や麻衣、美衣に言われたのだ。　スカートは短いほうがよいと
601_11_01_091_01|『短いスカートはそれだけで男の目をくぎづけにする』　とも言っていたぞ
601_11_01_092_01|シドーは、その…………くぎづけになったか？
601_11_01_093_01|……いや、いい。　シドーは私のことをいつもより見てくれていたということだろう？　それは嬉しい
601_11_01_095_01|うむ！
601_11_01_096_01|勇気を出してよかったのだ
601_11_01_097_01|で、でも、あまりじっと見るのは駄目だぞ！　とても恥ずかしいのだからな！
601_12_01_001_01|ふんふんふーん♪
601_12_01_002_01|うむ。良い歌だろう？　この前初めて聞いたのだが、すぐに好きになったぞ
601_12_01_003_01|おお、これもいい歌だな
601_12_01_004_01|む？　これは初めて聞くぞ
601_12_01_005_01|あうう……なんと涙を誘うのだ……うう……っ
601_12_01_006_01|『死出の旅路にお前と酌み交わした酒を思い出す』とは……　せつない。せつないぞ
601_12_01_007_01|うむ……。歌の種類で好き嫌いを考えたことはないな
601_12_01_008_01|でも、いい歌はどんなものであろうといいと思うぞ
601_12_01_009_01|しかし、皆すごいのだな。　こんなふうに上手に歌が歌えるとは
601_12_01_010_01|からおけか！　それはいい考えだな！
601_12_01_011_01|しばらく行っていなかったしな。　行きたいぞ、シドー！
601_12_01_012_01|しかし、今テレビでやっているような曲は、　もうからおけに入っているのか？
601_12_01_013_01|おお、そうか！　なら安心だな！
601_12_01_014_01|シドー。それは、どんな曲でもいいのか？
601_12_01_015_01|荒ぶる魂のアニソンもか？
601_12_01_016_01|心ときめくきゃわきゃわ☆なアイドルたちの歌もか？
601_12_01_017_01|酒と泪と男と女と桜吹雪と小指の契りが乱れ飛ぶ、　慕情の恋歌もか！？
601_12_01_018_01|うむ！　今から楽しみなのだ！
601_12_01_019_01|おお！　久しいな！
601_12_01_020_01|おお、隣の部屋の歌声が聞こえるぞ
601_12_01_021_01|そうか。ふふ、わくわくするな！
601_12_01_022_01|ほら、シドー。早く隣に座るのだ
601_12_01_023_01|なぜだ？　私はシドーの隣に座れるから嬉しいぞ。　ほら、早くするのだ
601_12_01_024_01|……それとも私の隣は嫌なのか？
601_12_01_025_01|むう、シドーが遠くに座るのは、寂しいぞ？　だから、ここに座るのだ
601_12_01_026_01|では、さっそく歌うぞ！
601_12_01_027_01|まずはでゅえっとだ！
601_12_01_028_01|うむ。こ、恋人同士でのからおけでは、　それが当たり前なのだろう？
601_12_01_029_01|む、そうなのか？　しかし、よいではないか。　最初は二人ででゅえっとした方が、盛り上がるだろう。　私はシドーと一緒に歌いたいぞ！
601_12_01_030_01|うむ！
601_12_01_031_01|あー
601_12_01_032_01|どうしたのだ？
601_12_01_033_01|それでは、このマイクで一緒に歌えばよいだろう？
601_12_01_034_01|これで私もシドーも歌えるぞ。さあ、曲を入力するのだ！
601_12_01_035_01|でゅえっとするのだから当然だろう？　シドーはいったい何を言っているのだ？
601_12_01_036_01|おお！　アニキと姫の曲ではないか！
601_12_01_037_01|いい曲を選んだな、シドー！
601_12_01_038_01|うむ！　アニキと姫の名に恥じぬよう、　立派に歌い上げるのだ！
601_12_01_039_01|あれはだれだー、あーつい、ちしおがー……
601_12_01_040_01|ふふ、褒められると嬉しいな、シドー
601_12_01_041_01|シドーもぼやぼやしているなら置いていくぞ！
601_12_01_042_01|たぎる！　たぎるぞおおおっ！！
601_12_01_043_01|うむ。ではでゅえっとしよう！
601_12_01_044_01|殿町はこれが持ち歌だと言っていたぞ？　もちろん、シドーも歌えるのだろう？
601_12_01_045_01|もしや、シドーが歌えない曲だったのか？
601_12_01_046_01|本当か！　それならば私が間違えても安心だな！
601_12_01_047_01|あはははは！　すごいな、シドー！　女の声だ！
601_12_01_048_01|む……これは染み渡る伴奏だな。　この曲のイメージは桜。和の心の象徴だな。　強さの中に、美しくも物悲しさを感じさせる旋律だ
601_12_01_049_01|そのような言葉は無粋だぞ、シドー。歌の道をなんと心得る
601_12_01_050_01|ではシドー。ひとつ、歌ってみてくれ
601_12_01_051_01|馬鹿者！　なにを考えているのだシドー！
601_12_01_052_01|こぶしが利いていないぞ、シドー！　そんな歌が人の心に届くものか！
601_12_01_053_01|シドーが演歌を甘く見ているからだぞ
601_12_01_054_01|うむ、そうだな。私が手本を見せてやろう
601_12_01_055_01|海峡に残ったぁ～、あなたーに恋してる～
601_12_01_056_01|ん？　……どうしたのだ、シドー？　目にゴミでも入ったのか？
601_12_01_057_01|もしや、シドーの琴線に響く歌を歌えたのか……。　嬉しいぞ
601_12_01_058_01|ふう。たっぷり歌ったな。楽しいし、気持ちがいいぞ！
601_12_01_059_01|うむ
601_12_01_060_01|あ……
601_12_01_061_01|…………
601_12_01_062_01|し、シドー……？
601_12_01_064_01|ひゃあっ！！
601_12_01_065_01|か、からおけは、楽しいな。シドー
601_12_01_066_01|わ、私にはお茶を頼む！
601_12_01_067_01|よし、到着なのだ！
601_12_01_068_01|うむ、また明日！　今日は楽しかったぞ。たくさん歌えて満足だ！
601_12_01_069_01|おやすみだ、シドー
601_13_01_001_01|おおおお…………
601_13_01_002_01|うぬぬ……
601_13_01_003_01|もふもふだ……もふもふしているのがいっぱいいるぞ！
601_13_01_004_01|おお、動いてる……
601_13_01_005_01|走った。あ、転んだぞ！？
601_13_01_006_01|……丸まっているのか
601_13_01_007_01|くう～……可愛い、可愛いな、シドー！
601_13_01_008_01|うむ！　私も同じだ！
601_13_01_009_01|おおお……おおおお……
601_13_01_010_01|シドー、ほら、見てみろ。可愛いぞ
601_13_01_011_01|うむ、うむ！　ああ、可愛いのだ……
601_13_01_012_01|む？　動かなくなってしまったぞ。シドー
601_13_01_013_01|そうか。むう、残念だ
601_13_01_014_01|今日のところはこれでいいのだ。でも、また来たい
601_13_01_015_01|うむ
601_13_01_016_01|ではまたな、お前たち
601_13_01_017_01|ふふ
601_13_01_018_01|うむ。天気が良くて気持ちいいな。ぽかぽかだ
601_13_01_019_01|シドー、見てみろ。あっちに犬がいるぞ！
601_13_01_020_01|いいなあ。もふもふしてて気持ちよさそうだ
601_13_01_021_01|そうだな。ペットがいると楽しそうだ
601_13_01_022_01|大きな犬とかをもふもふしたい
601_13_01_023_01|一緒に昼寝をしたり、木の枝を投げて遊んだりするのだ
601_13_01_024_01|そうなのか？　さっきの店にもいたのか？
601_13_01_025_01|ペットか。いろいろな種類があるのだな
601_13_01_026_01|ハムスターは小さくてかわいいな。　インコは鳥か……確かに捨てがたい。　困ったときには非常食にも……
601_13_01_027_01|思ったのだが、カメやイグアナは毛がないだろう？　それではもふもふできないのではないか？
601_13_01_028_01|……本当か！？
601_13_01_029_01|おお、人懐っこいやつだな。ほら、来い来い
601_13_01_030_01|もふもふだ。良い手触りだぞ、シドー
601_13_01_031_01|よし、よい機会だ。　しつけとやらに挑戦してみよう
601_13_01_032_01|任せておけ。シドーはそこで見ていろ
601_13_01_033_01|ではいくぞ。お手だ！
601_13_01_034_01|おすわりだ！
601_13_01_035_01|空中三回ひねり銀河大車輪だ！
601_13_01_036_01|うむ！　お前は賢いな！
601_13_01_037_01|あ……こ、こらっ！
601_13_01_038_01|ま、待て！　めくれてしまうだろう！
601_13_01_039_01|し、シドー！　何を見ているのだ！　助けてくれ！
601_13_01_040_01|うう……
601_13_01_041_01|シドー……見たか？
601_13_01_042_01|むむむ……
601_13_01_043_01|うおっ！？
601_13_01_044_01|し、シドー！　また入ってくるのか？
601_13_01_045_01|うむ、そうだな。　だが……
601_13_01_046_01|あやつは可愛い顔をして、最初から私のスカートの中を　狙ってきたのではないか？
601_13_01_047_01|むむ……それならよいのだが……
601_13_01_048_01|し、シドー！　見てないでなんとかしてくれ！
601_13_01_049_01|ちょっ、どこをなめて……ひゃん！
601_13_01_050_01|あんっ……だ、駄目だ、そこは……
601_13_01_052_01|あっ……んくうっ！
601_13_01_053_01|し、シドー……なんとかしてくれぇ……
601_13_01_054_01|あっ……やめろ、くすぐった……あうぅぅぅっ！！
601_13_01_055_01|も、もっと早く助けてくれ……
601_13_01_056_01|う、うむ……
601_13_01_057_01|名残惜しいような……安心したような……ううむ……
601_13_01_058_01|犬と遊ぶのは難しいということがわかったぞ……
601_13_01_059_01|うむ！　とても楽しかったのだ！
601_13_01_060_01|それは悩ましい……。　私はちゃんと犬に言うことを聞かせられなかったからな……
601_13_01_061_01|でも、ちゃんと最後までうまくできなかったのだ……
601_13_01_062_01|シドー……ありがとう
601_13_01_063_01|おお！　では、何にするかな……
601_13_01_064_01|なぬ！？　ま、待つのだシドー！　すぐに考える！　ううむ……
601_13_01_065_01|うむ、わかった！
601_14_01_001_01|む！　ふっ！　とおっ！
601_14_01_002_01|うぬ、やるな。だが、まだまだ！
601_14_01_003_01|ふふん、ならば全力で来いシドー！　それでこそ倒し甲斐がある！　目にもの見せてやるぞ！
601_14_01_004_01|どうした、シドー？　そんなものか？　それならこちらからいかせてもらうぞ！
601_14_01_005_01|そこだっ！　もらったぞ！
601_14_01_006_01|ふふん、私の勝ちだな！
601_14_01_007_01|ふっふっふ。どうだシドー、これで私がさいきょーだな！
601_14_01_008_01|ふっふっふ。とうとうシドーにさいきょーと言わせてやったぞ
601_14_01_009_01|苦節を乗り越えたからこそ、　私は今日のこの栄光をつかんだのだ！
601_14_01_010_01|では約束通り、なんでも一つ言うことを聞いてもらうぞ
601_14_01_011_01|ちょっと待つのだ。ううむ……
601_14_01_013_01|いつまでも昔の私ではないのだ
601_14_01_014_01|けれど、やはりシドーとするゲェムは楽しいな。　ついつい時間を忘れてしまうぞ
601_14_01_015_01|ところでシドー。琴里は帰ってこないのか？　もう、それなりに遅い時間だぞ？
601_14_01_016_01|ふむ、そうなのか？
601_14_01_017_01|い、いや、その……では、今夜は私とシドーの、　ふ、二人っきりなのだな
601_14_01_018_01|な、なら、今日は泊まっていっていいか？
601_14_01_019_01|さ、さっき、なんでも言うことを聞いてくれると約束したぞ？
601_14_01_020_01|だ、駄目か……？　シドー
601_14_01_021_01|……それに、一人ではシドーも寂しいだろう？
601_14_01_022_01|…………
601_14_01_023_01|…………！　あ、ありがとう、シドー！　では泊まらせてもらうぞ
601_14_01_024_01|う、うむ……
601_14_01_025_01|…………
601_14_01_026_01|な、なにか飲み物を取ってくるぞ！
601_14_01_027_01|きゃあっ！
601_14_01_028_01|あ……
601_14_01_029_01|し、シドー……
601_14_01_030_01|シドー。そ、その、手が……
601_14_01_031_01|んっ……
601_14_01_032_01|ん……
NoneAudio|…………
601_14_01_033_01|…………
601_14_01_034_01|シドー……
601_14_01_035_01|あ……！
601_14_01_036_01|し、シドー？
601_14_01_037_01|……っ
601_14_01_038_01|シドー……いいぞ。　私も……したい
601_14_01_039_01|は……
601_14_01_040_01|は……はっくしょん！
601_14_01_041_01|ふぎゃっ！
601_14_01_042_01|し、シドー！　大丈夫か？
601_14_01_043_01|で、でも、すごい音がしたぞ
601_14_01_044_01|うむ。私は痛くもなかった
601_14_01_045_01|す、すまん……
601_14_01_046_01|え？
601_14_01_047_01|…………シドーなら、いいぞ
601_14_01_048_01|ん……
601_14_01_049_01|は……
601_14_01_050_01|は……はっくしょん！
601_14_01_051_01|ふぎゃっ！
601_14_01_052_01|し、シドー！　すまない！　大丈夫か？
601_14_01_053_01|そ、そうか……くしゅん！
601_14_01_054_01|うう……
601_14_01_055_01|……少し
601_14_01_056_01|……あ
601_14_01_057_01|……ふふ
601_14_01_058_01|あはははは！
601_14_01_059_01|シドーこそ、鼻の穴がふくれていたぞ
601_14_01_060_01|おお、それはよいな！　一緒に食べようではないか！
601_14_01_061_01|うむ、任せるのだ！　ケーキと紅茶のためだからな！
601_14_01_062_01|う、うるさい。出てしまったものは仕方ないだろう
601_14_01_063_01|シドーだって、くしゃみをするではないか
601_14_01_064_01|したぞ？
601_14_01_065_01|覚えていないのか？　私の靴とストォルを見つくろってくれたときだ
601_14_01_066_01|シドーがくしゃみをして、肌寒くなってきたと言って、　そこから私の冬服を選んでくれるという話になったのだ
601_14_01_067_01|私はシドーと出会ってからのことはみんな覚えている。　どれも大切な宝物だ。　忘れたくないし、失くしたくないと思う。おかしいか？
601_14_01_068_01|そのなんでもない日常が私にはなかった。　それをくれたのはシドーだ。　デェトを教えてくれて、毎日を楽しくさせてくれたのもシドーだ
601_14_01_069_01|私はシドーとのことは絶対に忘れない
601_14_01_070_01|だから、シドーも私とのことをちゃんと覚えていてくれ。　そうしないと不公平だぞ？
601_14_01_071_01|私は毎日、できることが増えていく。　それはシドーが隣にいてくれるからだ。　ゲェムだって、からおけだって、もっと上手になるぞ
601_14_01_072_01|シドー。私はシドーのことが好きだ。　大好きだ。本当の本当に大好きだ
601_14_01_073_01|……シドー
601_14_01_074_01|こんなに嬉しい気持ちになったことはない。　シドー。私は今、一番幸せだ
601_14_01_075_01|うん。私も好きだ、シドー
601_18_01_001_01|そんな……なぜだ。なぜなのだ、シドー！
601_18_01_002_01|いやだ！　そんなのはいやなのだ！
601_18_01_003_01|シドーとは絶対に別れたくない！
601_18_01_004_01|やめてくれ、シドー……。　聞きたくない！　聞きたくないのだ！
601_18_01_005_01|…………
601_18_01_006_01|……シドー。私たち、いろいろなことがあったな
601_18_01_007_01|なあ、シドー。覚えているか？　冬物の服を買いに行ったときのことを
601_18_01_008_01|ストォルと靴を買ってくれたな
601_18_01_009_01|実はあの後、大変な目にあったと聞いたぞ？
601_18_01_010_01|シドー……！　そこまで私のことを……！
601_18_01_011_01|ああ、一本のマイクで『でゅえっと』したな
601_18_01_012_01|それからも何度も行ったではないか
601_18_01_013_01|そう言われると少し恥ずかしいぞ……。　これでもちゃんと練習しているのだぞ？
601_18_01_014_01|シドーが好きだと言っていた曲もたくさん覚えたのだ。　いつかきっとシドーに聞かせてやる
601_18_01_015_01|そして、『ありーな』でこんさーとを開くのだ！
601_18_01_016_01|シドー！　しっかりしろ！
601_18_01_017_01|私もそうだ。シドーと犬を飼いたいぞ。　一緒に毛をもふもふして遊ぶのだ
601_18_01_018_01|シドー……
601_18_01_019_01|そん……な…………
601_18_01_020_01|どうしてもか……？
601_18_01_021_01|どうしても、どうしてもなのか？
601_18_01_022_01|どうしても、どうしても、どうしてもなのか！？
601_18_01_024_01|……嫌だ…………離れたくない…………
601_18_01_025_01|シドーと、シドーと一緒にいたい……！
601_18_01_026_01|シドー
601_18_01_027_01|シドー！
601_18_01_028_01|シドーーーーーーーーーーーー！！
601_18_01_029_01|…………
601_18_01_030_01|…………
601_18_01_031_01|…………
601_18_01_032_01|ごくり
601_18_01_033_01|…………
601_18_01_034_01|……うう～～
601_18_01_035_01|ぶう～～
601_18_01_036_01|むうう～～！
601_18_01_037_01|わかっている。わかってはいるのだが……
601_18_01_038_01|嫌なのだ！
601_18_01_039_01|だいたい、どうしてシドーはそんな簡単に　『さよなら』と言えるのだ……
601_18_01_040_01|『また明日』と言ってる……
601_18_01_042_01|私は『さよなら』と簡単には言えない
601_18_01_043_01|だって『さよなら』は、もう会わないということなのだろう？
601_18_01_044_01|それはシドーに会えなくなるという合図だ……　『さよなら』したら、次の日までシドーに会えなくなってしまう
601_18_01_045_01|そんなのは、嫌なのだ……
601_18_01_046_01|私はほんの一日でも、一晩でも……　本当はシドーに会えないのが嫌なのだ。寂しいのだ
601_18_01_047_01|『さよなら』は寂しい。　そう思うのはおかしいことなのか？
601_18_01_048_01|……本当か？
601_18_01_049_01|なら、どうして『さよなら』なんて意地悪を言うのだ？
601_18_01_050_01|明日も、会えるか？　絶対か？
601_18_01_051_01|……ッ！！
601_18_01_052_01|そんなわけないだろう！　私は明日も明後日も、ずーっとシドーに会いたい！　一緒にいたい！
601_18_01_053_01|そうか。『さよなら』してもまたシドーに会えるのだな
601_18_01_054_01|いや……『さよなら』するから、またシドーに会える　楽しみができるのだな！
601_18_01_055_01|そう思えば、『さよなら』も怖くない。　いや、悪くないのだ！
601_18_01_056_01|明日も明後日もシドーに会える。シドーはそれを　約束してくれているのだな
601_18_01_057_01|シドーになら何回でも、何百回でも、　何万回でも会いたいのだ！
601_18_01_058_01|明日も会えるのだな、シドー？
601_18_01_059_01|明後日も会えるのだな？
601_18_01_060_01|そうか。それなら、私も大丈夫だ！
601_18_01_061_01|うむ！　また明日だ、シドー！
601_18_01_062_01|うむ、シドー。　明日も明後日も、『さよなら』した後もずっと一緒だ！
601_18_01_063_01|シドー、さよならだ！
601_19_01_001_01|そんな……なぜだ。なぜなのだ、シドー！
601_19_01_002_01|いやだ！　そんなのいやなのだ！
601_19_01_003_01|シドーとは絶対に別れたくないっ！
601_19_01_004_01|どうしてもか……？
601_19_01_005_01|むう……
601_19_01_006_01|ぶー……
601_19_01_007_01|……わかった。仕方ない
601_19_01_008_01|ところでシドー。今日のお別れはどうだったのだ？
601_19_01_009_01|そうか？　私は楽しかったぞ？
601_19_01_010_01|では、今日の採点はどうなのだ？
601_19_01_011_01|おお、やったぞー！！
601_19_01_012_01|八十点を超えたということは、明日のお弁当のおかずを一品、　リクエストしていいのだな？
601_19_01_013_01|アスパラベーコンがいいぞ！
601_19_01_014_01|うむ！　今から明日が楽しみだ！
601_19_01_015_01|うむ。今日も一日、楽しかったぞ。シドー
601_19_01_016_01|ん？　どうしたのだ、突然？
601_19_01_017_01|そうか。私も大好きだぞ、シドー
601_19_01_018_01|私も言いたくなったのだ。嫌だったか？
601_19_01_019_01|ならば、私も同じだ
601_19_01_020_01|シドーに好きだと言われて悪いことなど何もない。　いつでも、どこでも言ってほしい
601_19_01_021_01|明日も、明後日も。『さよなら』した後も言ってくれ。　私も同じように言うから。何度でも
601_19_01_022_01|ん
601_19_01_023_01|うむ、また明日！　それまでちょっとだけ『さよなら』だ、シドー
602_13_02_004_01|おお！　みんなで[昼餉*ひるげ]だ！　ではまた、みんなでおかず交換をするのだ
603_19_03_011_01|うむ。だがシドーの選んだ相手だ。　私もそれを祝福しなければな！
608_12_21_049_01|む。その或守というやつも一緒に行くのか？
608_12_21_058_01|そういえば見ていないな。別行動ではないのか？
608_12_21_062_01|おお、では私と同じだな
608_12_21_087_01|シドー、どうしたのだ。教室に入らないのか
608_12_21_088_01|シドー。今日はいつもより人が多くて　なんだか楽しい感じがするぞ
608_12_21_089_01|うむ、シドー。一緒に教室に入ろう
608_12_21_091_01|ぬ。私はシドーと入るぞ。　鳶一折紙はあとから入ればいいではないか
608_12_21_093_01|おまえがあとから入るのだ！
608_13_21_014_01|なに！？　そうだったのか！？
608_14_21_001_01|むう……っ
608_15_21_001_01|シドー！　[昼餉*ひるげ]の時間だ
608_15_21_002_01|どうしたのだ、シドー？
608_15_21_003_01|そ、そうなのか？　やはり、ここがゲェムの世界というのが原因か？
608_15_21_006_01|おお、購買か！　それなら、私はきなこパンが食べたいぞ。　だが、焼きそばパンやチョココロネも捨てがたい。うう～む
608_15_21_008_01|あ！？　ずるいぞ鳶一折紙！
608_15_21_018_01|シドー、何だか今日は空いていたぞ。　シドーの分も買っておいたから　早く食べるのだ
608_17_21_012_01|シドー！　遅かったではないか。どこまで行っていたのだ？　もうお腹がぺこぺこだぞー！
608_17_21_013_01|うむ！　わかった！
608_21_21_039_01|シドー！　何をしているのだ！？
608_21_21_049_01|いや、[昼餉*ひるげ]は私と食べるのだ、シドー
608_21_21_058_01|な……！　待つのだシドー！
608_22_21_001_01|さあシドー！　[昼餉*ひるげ]の時間だぞ！
608_22_21_014_01|よし、次は私の番なのだ！
608_22_21_023_01|むっ！？
608_22_21_040_01|先程から聞いていれば、或守はシドーと一緒に寝たのか！？　或守、そういうことはしてはいけないと言われただろう！　前に琴里が言っていたぞ
608_22_21_042_01|ぐぬぬ……
608_22_21_045_01|ああっ！　待つのだ、シドーっ！
608_27_21_003_01|おーい、二人とも！　待たせたな！
608_27_21_004_01|む、私が一番に着いたようだな。　鞠亜、今日はよろしく頼むぞ
608_27_21_006_01|シドー、今日はみんなでデェトという話ではないか。　楽しみにしているぞ！
608_27_21_007_01|ぬ、どうかしたのか、シドー？
608_27_21_008_01|ほう
608_27_21_009_01|なるほど、そういうことか。　うむ、任せておけ。シドー。　そういうことなら得意分野だ！
608_27_21_010_01|鞠亜、今日は私がオススメの店を案内してやる。　甘いモノや、美味しいモノを沢山食べさせてやるぞ！
608_27_21_024_01|うむ、今は争っている場合ではないしな
608_27_21_030_01|おー！
608_28_21_001_01|む……シドー、これを見ろ！　新作パンの発表会だそうだ。参加すれば食べ放題とあるが、　本当にすべて食べてよいのか！？
608_28_21_035_01|見るがいい耶倶矢。　こちらの服のほうが格好いいぞ。　鞠亜には間違いなくこちらが似合う！
608_28_21_048_01|シドー！　私たちが先に鞠亜の服を選んでいたのだぞ！
608_28_21_050_01|おお、それは名案ではないか！
608_28_21_056_01|む、シドー。それはどういうことだ！　私たちのこーでぃねーとは完璧だぞ！
608_28_21_063_01|ちなみに、帽子は私だ！
608_28_21_071_01|鞠亜、喜んでもらえて私も嬉しいぞ！
608_29_21_001_01|うむ……何を注文するべきか……
608_29_21_004_01|む……だが、シドーに迷惑はかけられんからな。　一品だけ選ぶとしよう
608_29_21_010_01|う、うーん、少し待ってくれ。　これは悩むぞ……
608_29_21_016_01|な、なに！？　そんなメニューがあるのか！　私もそれには興味があるぞ！
608_29_21_020_01|わ、私も同じだシドー。　これはそう簡単に選べないぞ……
608_29_21_028_01|うむ！　私も決まったぞ、シドー！　店主を呼んでくれ！
608_29_21_039_01|も、もちろん私もだぞ、鞠亜！　私たちは友達だ！
608_29_21_047_01|むう、今日はもう終わりか……仕方ない。　鞠亜、シドーのことを頼むぞ！
609_12_21_003_01|おお、待っていたぞ！
609_12_21_005_01|うむ。そんなに褒められると照れるのだ
609_12_21_016_01|うむ！　いただきまーす！
609_12_21_017_01|ふー、今日も美味しかったぞ！　ごちそうさまだ！
609_12_21_019_01|む？　なぜ美九となのだ！　シドーは、私とデェトをするのだ！
609_12_21_029_01|大切なこと……？
609_12_21_034_01|む？　そうなのか、シドー？
609_12_21_039_01|うむ。鞠亜の真剣な顔を見たら、あれこれ言えないな
609_15_21_033_01|シドー！　鞠亜！　元凶である人工精霊と遭遇したらしいが、大丈夫か？
609_15_21_035_01|何を言っているのだ？　鞠亜が謝る必要などないではないか。　悪いのは、人工精霊なのだろう？
609_15_21_037_01|何を言う。　ここにいるから、戦うこともできるのだ。　むしろ、入れてもらって感謝しているぞ
609_15_21_042_01|なんだと！？　聞き捨てならんぞ、鳶一折紙！
609_15_21_044_01|心配するな、鞠亜。　私も、シドーも、それに皆も……　お前とは仲間だ。仲間は守るぞ
609_16_21_007_01|――シドー、来るぞ！
609_16_21_011_01|ふざけるな、人工精霊とやら！　シドーも、私たちもここで終わったりなどしない！　こい！　決着をつけてやる！
609_16_21_025_01|……鞠亜
609_16_21_027_01|あの中に、人工精霊の本体はいるか？
609_17_21_001_01|くっ……ええい、数が減らないぞ！　面倒な……ッ！
609_17_21_003_01|ふん、舐めるなっ！　まだまだ、小手調べだ。　〈[鏖殺公*サンダルフォン]〉――！
609_17_21_004_01|避けた……！？　違う、私が何かの術にかかっているのか？
609_17_21_006_01|なぜ当たらない……？　空間が歪んでいるような……
609_17_21_008_01|くっ……！　なんだ、これは……！？　敵が弾けて……！
609_17_21_010_01|ぐあぁぁぁ……！　……くぅっ！
609_17_21_012_01|こんな攻撃、大したことはない！
609_17_21_016_01|侵食だと……！？　ええい、何を言っているかわからんぞ！　ようするに当たらなければいいのだろう！
609_17_21_019_01|……はぁ、はぁ……　くっ、体が重い……厄介な……
609_17_21_021_01|まずい、このままでは……！
609_17_21_024_01|わかった、やってみよう！
609_17_21_026_01|おお、軽くなった！　……た、助かったぞ、鳶一折紙
609_17_21_028_01|む……そうか、しかし、礼は言っておく。　貴様に助けられるのは癪に障るが……　今は、こいつらを抑えなければ、シドーが困る
609_17_21_031_01|く、気に食わないやつだ！　だがこの場は二人で凌ぐぞ、鳶一折紙！
609_17_21_037_01|どういうことなのだ、鳶一折紙
609_17_21_040_01|うむ、なるほど。　……つまり、どういうことなのだ？
609_17_21_042_01|なるほど！　そういうことなら……
609_17_21_044_01|私たちが協力すれば――
609_17_21_048_01|なるほどな、さっきまでとは全然違う
609_17_21_050_01|わかった。任せるがいい！
