Ri04_06_001|あら、心配事はそれだけでして？
604_38_04_007_04|これは、わたくしの贖罪のようなものですわ。　士道さんには、たくさんわがままを聞いていただきましたから
604_38_04_008_04|ですから士道さん……　わたくしに、なんでもおっしゃってくださいまし
604_38_04_009_04|はい。なんなりと
604_38_04_010_04|えっ……それだけ、ですの？
604_38_04_011_04|よくわかりませんけど、　それで士道さんが喜ぶというなら、わかりましたわ
604_38_04_012_04|わたくしが遅れたことが今までありまして？　士道さんこそ、寝坊したら台無しですわよ？
604_38_04_013_04|しませんわよ？
604_38_04_014_04|あまり甘やかしてもいけませんから
604_38_04_015_04|うふふ……
604_38_04_016_04|士道さん、おはようございます
604_38_04_017_04|いいえ、先程着いたところですわ
604_38_04_018_04|ところで、士道さん……一つ、よろしいですか？
604_38_04_019_04|これって普通のデートと……違いますの？
604_38_04_020_04|これでは、いつもと変わらないではありませんの。　それなら他のお願いが……
604_38_04_021_04|……え？
604_38_04_022_04|士道さん……
604_38_04_023_04|……でも、それでは……
604_38_04_024_04|でも、わたくしは……！
604_38_04_025_04|――ッ！？
604_38_04_026_04|わ――、わたくしも、同じですわ。　士道さんと一緒なら、それでいい……　そう思う自分が、確かにここに存在するんですの
604_38_04_027_04|士道さんは、ロマンチストですわね……
604_38_04_028_04|きゃっ……ちょっと、士道さん？
604_38_04_029_04|――ちょ、ちょっと待ってくださいまし！
604_38_04_030_04|士道さん！　その前に、一つだけよろしいですこと？
604_38_04_031_04|ありがとうございます。　士道さんがいるおかげで……わたくし、とても幸せですわ
604_38_04_032_04|はいっ！
608_12_21_065_04|あら、みなさん。お揃いですのね
608_12_21_066_04|普通に通学路を歩いてきただけですわよ？　どうやら学校で過ごした方が面白いようですから
608_12_21_067_04|せっかくですから、わたくしもご一緒させていただきますわ。　或守さんも一緒となると、随分と賑やかですけれど
608_12_21_069_04|士道さんのおっしゃる通りですわ。　ここはあくまで仮初めの世界。わたくしたちは一刻も早く、　この世界から脱出する術を見つけなければならないのですから
608_14_21_003_04|ねぇ、士道さん。少し退屈ではありませんこと？　よろしければ……二人で抜けだして、どこかへいってしまうのも、　一興だと思うのですけれど
608_15_21_009_04|ふふ。騒々しいですわね
608_15_21_010_04|ええ、わたくしのことなら気にしないでくださいまし。　無理に急いでも仕方ないではありませんの
608_15_21_026_04|それはチェリーですわよ、或守さん
608_15_21_033_04|あら、意外と或守さんの知りたがっている愛とは何か、　についてのヒントになるかもしれませんわよ。　食欲と愛欲には相通ずるものがあると思いますわ
608_21_21_043_04|これはどういうことですの、士道さん
608_21_21_052_04|うふふ……士道さん。この方たちがいては　気が休まらないのではありませんこと？　なんでしたら　わたくしと二人きりで昼食なんていかがですの？
608_22_21_004_04|士道さん……今日は少し気分が優れませんの。　少し撫でていただけませんこと？
608_22_21_016_04|あら、せっかくですから、わたくしのもいかがでして？
608_22_21_029_04|なるほど……確かに、今のは絶妙なタイミングでしたわね
608_22_21_038_04|うふふ。確かにその通りですわね
608_22_21_051_04|まったく、騒々しいですわね……
608_27_21_019_04|あら、士道さんではありませんの。これからお出かけでして？
608_27_21_020_04|うふふ、偶然ですわね。　でも、朝から士道さんのお顔を見れて、嬉しいですわ
608_27_21_021_04|一体なんのことかわかりかねますわ。　随分と特徴的な方が集まっていたので、　様子を見に来ただけですから
608_27_21_023_04|あら、それは嬉しいお誘いですわ。　でも、よろしいんですの？
608_27_21_026_04|それではお邪魔させていただきますわ。　わたくしも、あなたのことは気になっていましたの。　改めて、よろしくお願いいたしますわ
608_27_21_028_04|……あら
608_28_21_004_04|では士道さん、せっかくですから、　新しい下着を選んでいただけませんか？
608_28_21_012_04|心配なさらなくても大丈夫ですわ。　ちょっとご学友にからかわれているだけですから
608_28_21_014_04|ええ。そうですわ。　それにしても士道さんは本当に人望がおありなんですのね。　皆さん本気で非難してる雰囲気ではないようですし
608_28_21_016_04|それは、どうでしょう？　わたくしより、他の意見を伺った方が参考になると思いますわよ。　ねえ、十香さん？
608_28_21_029_04|あなたとは全く違いますものね
608_28_21_031_04|いえ、なんでもありませんわ。　うふふふふ……
608_28_21_038_04|ねえ、鞠亜さん。こちらの下着はいかがでして？　士道さんの視線を集めること間違いなしですわ
608_28_21_039_04|あら……下着も立派な女の武器ですわよ？　それに、わたくしのときは積極的に選んでくださったでしょう？
608_28_21_043_04|面白そうですわね。わたくしもお手伝いしますわ。　……あまり過激なものは士道さんの好みではないようですので、　今日は落ち着いたもので
608_28_21_047_04|それでは、　わたくしは合わせやすそうなトップスを見繕って差し上げますわ
608_28_21_060_04|そうですわよ、士道さん。こういうとき、　女の子にはちゃんと感想を言わないといけませんわ
608_28_21_065_04|いかがでして、士道さん？　素敵なコーディネートになったと思いますけれど
608_28_21_073_04|あらあら、士道さんは待っていただけですし、　わたくしたちを労ってもよろしいんじゃありませんこと？
608_28_21_077_04|あ、そうですわ士道さん。　鞠亜さんが着ている服のお会計もしてしまわないと
608_29_21_003_04|うふふ、士道さんがそう仰られるなら、　頼って差し上げるのが女の器量かもしれませんわね
608_29_21_009_04|では、わたくしはこのチーズケーキのセットにしましょう
608_29_21_021_04|うふふ、仕方ありませんわね。　鞠亜さん、わたくしのケーキをわけて差し上げますわ。　それで楽しめる味が増えますわよ？
608_29_21_024_04|ええ、その通りです。鞠亜さんが頼んだものを、　わたくしたちにも少々味見させてくださいな
608_29_21_031_04|では、わたくしのチーズケーキもお裾分けいたしますわ
608_29_21_037_04|つまりは、お友達ということですわ。　こうしてゆっくりお喋りできるなんて、　素敵な関係ではありませんこと？
608_29_21_045_04|まあ、鞠亜さんったら、大胆ですわね。　できればお願いに答えて差し上げたいところですけれど、　みなさんはいかがでして？
609_12_21_004_04|十香さんは本当に食べることがお好きなんですのね。　感心してしまいますわ
609_12_21_022_04|ふふ、それでしたら、わたくしと、　他の子とはできないような、　お・と・な、のデートでも、いかがでして？
609_12_21_042_04|しっかり、鞠亜さんを満足させてあげてくださいね
609_15_21_059_04|あらあらあら……もしかして、　わたくしはお留守番ということになるんですの？
609_15_21_061_04|うふふ、そんなことはありませんわよ？　……でも、おかげ様で久し振りに遊べそうですわぁ……　きひ、きひひひひ！
609_16_21_020_04|あらあら、随分と挑発してくださいますわね
609_16_21_021_04|『わたくしたち』とは少し違いますわね。　『わたくしたち』は、異なる時間の『わたくし』。　でも、これは――
609_16_21_033_04|ええ、その通りですわ。　まぁ、元から時間稼ぎとしか考えてないのかもしれませんけど
609_19_21_001_04|なるほど……厄介な相手ですわね。　こちらの弾丸が、ことごとく外されますわ
609_19_21_004_04|あらあら、それは心外ですわ。　別に余裕だなんてわたくし、全然思っていませんわよ？
609_19_21_006_04|あら、言ってくれますわね。　あなたはいつも余裕そうにしていると思いますけど？
609_19_21_010_04|あらあら、本番はこれからですわよ？　わたくしたちはまったく疲労などしておりませんし
609_19_21_014_04|きひ……きひ……きひひひひひっ！　最高の舞台を魅せて差し上げますわ
609_19_21_019_04|問題ありませんわ。　止まってくれれば、あとは撃ち抜くだけですもの。　――〈[刻々帝*ザフキエル]〉
609_19_21_021_04|あら、そうでしたわね。　普通にしていては駄目でしたわ
609_19_21_023_04|だったら、簡単なことですわ
609_19_21_024_04|〈[刻々帝*ザフキエル]〉――【[一の弾*アレフ]】
609_19_21_026_04|これで一体ですか？　あら、後ろの方もやられてしまったようですわねぇ……　きひ、きひ、きひひひひひひ！！
609_19_21_028_04|そうですわね……では、そろそろ『わたくし』にも　手伝っていただきましょう
609_19_21_030_04|そんなに驚かなくてもいいでしょう？　あなたも似たようなものを使っているではありませんの
609_19_21_033_04|次は美九さんもお手伝いいただけますか？
609_19_21_035_04|ええ
609_19_21_040_04|では、そろそろ幕とさせていただきましょう。　きひひひひひひひひッ！
609_21_21_059_04|……あらあら。　一度倒した[複製体*コピー]が、起き上がってきましたわね
609_21_21_061_04|まだまだ。なんとかなる数ですわ
609_21_21_063_04|ええ、そうですわね。　士道さんに頑張っていただかないと
609_21_21_065_04|ええ……ですから、もう一踏ん張り、いけますわね？
609_21_21_167_04|あれだけ大きいと、一点に集中しないと難しいですわね。　美九さん、協力していただけますこと？
609_21_21_179_04|きひひひっ……的が大きすぎて楽勝ですわね。　〈[刻々帝*ザフキエェェェェェェル]〉！！
901_02_02_006_04|あら、士道さん。今日は随分と遅かったですわね。　それに、始業直前に来たばかりか……両手に花だなんて。　士道さんも年頃の男の子ですのね
901_02_02_007_04|何をそんなに驚いておりますの？　[クラスメート*・・・・・・]なのですから、当然でしょう？
901_02_02_008_04|気のない返事ですのね。　いくら士道さんが女の子に好かれやすいからといって、　そういう反応をされると傷つきますわ。泣いてしまいますわ
901_02_02_009_04|ではお詫びの意味も込めて、ここでそっと頭を撫でて　いただけまして？
901_02_02_010_04|あらあら、残念ですわ。ですが士道さん？　凜祢さんが戻ってきたからといって、あまり気を抜いていては　いけませんわよ？
901_02_02_011_04|鞠亜さんですの？　それならあちらですわよ？
901_02_02_027_04|ええ、みんなの士道さんですから
901_02_02_028_04|あら、そうですの？　うふふ……
901_03_02_001_04|あら士道さん。まだ残っていらっしゃいましたの？
901_03_02_002_04|うふふ……士道さんたら、どうしてそんなに驚いているんですの？　クラスメートなのですから、こうして教室で会うのは不思議な　ことではありませんわよ？
901_03_02_003_04|いえいえ。それより士道さん、この後ご予定はありますの？
901_03_02_004_04|それでしたら、ちょうど良いですわね。　士道さん、これから買い物に付き合ってくださいまし
901_03_02_005_04|ええ、二人きりで
901_03_02_006_04|それは着いてからのお・た・の・し・み、ですわ
901_03_02_008_04|あら……折紙さんもまだ残っておりましたの？
901_03_02_010_04|そんなことはありませんわ。　わたくしはただの可愛い女の子ですから
901_03_02_015_04|あらあら、随分と警戒されているようですわね
901_03_02_017_04|そうですわねぇ……それでは折紙さんも一緒に行きませんこと？　それなら折紙さんの言う、二人きりにはならないわけですし
901_03_02_019_04|では士道さん、決めてくださいまし
901_03_02_021_04|うふふ……楽しいお買い物になりそうですわねぇ
901_03_02_022_04|士道さん、見てくださいまし。　これ、とても綺麗ではありませんこと？
901_03_02_023_04|ええ。包丁だと少し大きいですから、手頃なサイズのものが　欲しかったんですの
901_03_02_024_04|ありがとうございます、士道さん。　ではこちらはどうですか？
901_03_02_025_04|うふふ……では、最初の方を買うことにしますわ
901_03_02_026_04|あらあら。では、肌身離さず持ち歩くことにしますわね
901_03_02_027_04|うふふ……冗談に決まっていますわ。　士道さんってば、面白い反応をしますわね
901_03_02_028_04|気をつけますわ。では、会計を済ませて来ますわね
901_03_02_035_04|士道さんのおかげで良い買い物ができましたわ
901_03_02_037_04|そうですわねぇ……。　折紙さん、せっかくですから一勝負いかがです？
901_03_02_039_04|あら、随分と自信がおありですのね。　どうなるか、結果が楽しみですわ
901_03_02_042_04|まぁこういうお店ですから、やることは一つですわね。　小さなファッションショーの始まりですわ
901_03_02_044_04|士道さぁん、こちらは着替え終わりましたわ
901_03_02_046_04|今開けますわ。折紙さんもよろしいですわね？
901_03_02_048_04|あらあら、何か問題でもありまして？
901_03_02_050_04|士道さん、それは偏見ですわよ？　下着だって、立派なファッションの一部ですわ
901_03_02_052_04|二人ともよく似合っている、というのは駄ァ目、ですわよ？
901_03_02_054_04|うふふ、士道さんも初めてではないのですから、そんなに恥ずか　しがらなくてもいいんですのよ？　わたくしが転校してきてすぐ、　下着を選んでくれたではありませんの
901_03_02_055_04|まぁ……くすくすくす
901_03_02_057_04|いえ、士道さんの言葉がとても真っ直ぐで、　勝負などと言っていたのが少し馬鹿らしくなってしまいまして
901_03_02_059_04|士道さんらしいですわね。わたくし、士道さんのそういうところ、　嫌いではありませんわ。でも、いつまでも答えを先延ばしにする　ような返答は、自分の身を苦しめますわよ？
901_03_02_061_04|それはあなたの身勝手な理想の押し付けでは？　ある意味依存とも言える行為ではありませんの？
901_03_02_063_04|だといいのですけど。結局は士道さん次第ですわ。　ねぇ、士道さん？
901_03_02_065_04|では、わたくしも
901_03_02_067_04|そうですわね。その機会があれば、お相手いたしますわ
901_03_02_069_04|勝負に絶対はありえませんわ。　折紙さんも負ける覚悟をしては？
901_03_02_072_04|はい、士道さん。また後程、よろしくお願いしますわね
901_04_01_018_04|その方が良いですわね。この人数ですし
901_04_01_032_04|よろしくお願いしますわね、凜祢さん。　凜祢さんがいると、士道さんのまわりがいつもより　面白くなるので興味深いですわ
901_04_01_050_04|十香さん、お肉ばかり焼いていては駄目ですわよ。　こういうときはバランスを良くしませんと
901_04_01_054_04|あらあら、毒気を抜かれてしまいましたわね
902_01_02_049_04|まあ、今朝はそんなことがあったんですの？　わたくしも是非参加したかったですわ
902_01_02_051_04|いえいえ、お気遣いなく。仕方のないことですわ
902_01_02_065_04|あらあら……折紙さん？　他人を貶めるやり方を反省した方がよいのではありませんこと？
902_01_02_067_04|うふふ、言ってくれますわね
902_01_02_069_04|まあ、それは良い提案ですわ。　ねぇ、折紙さん？
902_01_02_071_04|それには同意しますわ。　ただでさえ、凜祢さんや鞠亜さんは、琴里さんを除けば、　士道さんに一番近い方々ですから
902_01_02_078_04|ではまたあとで
902_02_06_010_04|まったく、小さい子を巻き込むのは度が過ぎていますわよ？
902_02_06_012_04|耶倶矢さんが少しお茶目しすぎているようでしたので、　助けにまいりました。ご迷惑でしたか？
902_02_06_015_04|その可愛がり方は間違っておりますわ。　もう少しお勉強なさったらいかがですの？
902_02_06_019_04|ええ、あなたはとっても可愛いお姫様ですわね
902_02_06_021_04|はぅ！？
902_02_06_022_04|本当に可愛らしいですわね。　お名前はなんというんですかにゃ？
902_02_06_024_04|お、お名前はなんというんですの？
902_02_06_026_04|では凜緒さん、一つ聞かせてくださいまし。　何でわたくしをくるみんと呼ぶんですの？
902_02_06_028_04|よくわかりませんが、なんだか凄く胸が痛いですわ
902_02_06_035_04|ぷ……くすくすくす
902_02_06_040_04|ええ、満足ですわ
902_02_06_049_04|あら、士道さんにだけ内緒話ですの？
902_02_06_050_04|そうですわね。若干悪影響な方もいたようですけど
902_02_06_052_04|あら、わかっていたんですのね。　反省の色は全く無いようですけれど
902_02_06_054_04|ど、同類？　誰と誰が……ですの？
902_02_06_056_04|な……ふ、うふふふふ……少々遊びすぎてしまいましたわね。　今日はこの辺で失礼させていただきますわ
900_00_00_038_04|時崎狂三と申しますわ。わたくし、精霊ですのよ
900_00_00_042_04|何かを殺そうというのに、自分は殺される覚悟がないだなんて、　おかしいと思いませんこと？　命に銃口を向けるというのは、　こういうことですのよ？
900_00_00_047_04|真那さんと士道さんはご兄弟でいらっしゃいますの？
900_00_00_054_04|ふふ、ひひひ、ひひひひひひひッ！　さあ！　もう二度とわたくしを誑かせないよう、　絶望を刻み込んで差し上げますわ！
900_00_00_169_04|うふふ、随分と暗い顔をしていらっしゃいますのね。　お困りの様子ではありませんの。　――ねえ、士道さん。少し、お話をしませんこと？
900_00_00_234_04|あ、そぉれ、くるりんぱっ♪
900_00_00_236_04|くるりんぱっ♪
